,author,developer_reply,review,review_date,reviewer_ratings,star
12,김희영,"<div class=""LVQB0b""><div class=""QoPmEb""></div><div><span class=""X43Kjb"">웰컴 저축은행</span><span class=""p2TkOb"">2021년 11월 3일</span></div>김희영님, 안녕하세요. 웰컴저축은행입니다. 웰컴디지털뱅크를 사용하면서 느끼신 소중한 의견을 남겨주셔서 감사합니다. 김희영님께서 말씀주신 '앱을 통한 즉시출금 실시간 조회'에 관한 의견 서비스에 반영할 수 있도록 내부에 의견 전달하도록 하겠습니다. 안전한 뱅킹 서비스와 혜택을 드릴 수 있도록 최선을 다하는 웰컴저축은행이 되겠습니다. 앱 사용 중 불편한 점이나 문의사항이 있으실 경우 웰컴저축은행 대표번호 1661-0001 (영업일 09:00 ~ 18:00)으로 연락 부탁드립니다. 감사합니다.</div>", 대출금 앱통해 입금처리했는데 .처리가 실시간으로 안되네요 .1~2일 소요 직접확인해야하고 불편합니다,2021년 11월 3일,19,별표 5개 만점에 1개를 받았습니다.
13,sunghwan ko,"<div class=""LVQB0b""><div class=""QoPmEb""></div><div><span class=""X43Kjb"">웰컴 저축은행</span><span class=""p2TkOb"">2021년 11월 15일</span></div>sunghwan ko님, 안녕하세요. 웰컴저축은행입니다. 우선 이용에 불편을 드려 죄송합니다. 리뷰 상으로는 고객님의 개인 정보 확인이 어려워 직접적인 도움을 드리기 어렵습니다. 웰컴저축은행 대표번호 1661-9400 (영업일 09:00 ~ 18:00)나 인터넷뱅킹 &gt; 고객센터 &gt; 고객상담 &gt; 온라인 문의 온라인 상담 통해 연락 부탁드립니다. 감사합니다.</div>"," 업댓이후로 지문로긴 후 cdd나옴 민증 잃어버려서 면허증으로 입력했는데, '암호일련번호가 일치하지 않습니다' 라고 계속떠서 이용을 몇주째 못하고있음. 또 업댓을해도 그대로임. 화나서 다른은행으로 갈아탈까봐요.",2021년 11월 14일,4,별표 5개 만점에 1개를 받았습니다.
14,리코리코,"<div class=""LVQB0b""><div class=""QoPmEb""></div><div><span class=""X43Kjb"">웰컴 저축은행</span><span class=""p2TkOb"">2021년 11월 4일</span></div>리코리코님, 안녕하세요. 웰컴저축은행입니다. 리뷰에 남겨주신 내용만으로는 고객님께서 어느 단계에서 어려움을 겪으셨는지 파악하기 어려워 답변에 제한이 있는 점 양해 바랍니다.
아래 세가지 업데이트를 확인 부탁드립니다.
① OS 업데이트: 기기 '설정' &gt; 소프트웨어 업데이트 확인
② Play 스토어 &gt; 'Android System Webview' 검색 &gt; 업데이트 확인
③ Play 스토어 &gt; 설정 &gt; 앱 자동 업데이트
그럼에도 불구하고 동일한 현상이 반복되신다면 웰컴저축은행 대표번호 1661-9400 (영업일 09:00 ~ 18:00)으로 연락부탁드립니다. 감사합니다.</div>", 어플실행이 되지 않아 이체가 불가합니다. 어플자체의 문제인것으로 보여집니다. 처리 부탁합니다.,2021년 11월 4일,6,별표 5개 만점에 1개를 받았습니다.
15,나나라,"<div class=""LVQB0b""><div class=""QoPmEb""></div><div><span class=""X43Kjb"">웰컴 저축은행</span><span class=""p2TkOb"">2021년 11월 17일</span></div>나나라님, 안녕하세요. 웰컴저축은행입니다. 우선 이용에 불편을 드려 죄송합니다. 리뷰 상으로는 고객님의 개인 정보 확인이 어려워 직접적인 도움을 드리기 어렵습니다.
① OS 업데이트: 기기 '설정' &gt; 소프트웨어 업데이트 확인
② Play 스토어 &gt; 'Android System Webview' 검색 &gt; 업데이트 확인
③ Play 스토어 &gt; 설정 &gt; 앱 자동 업데이트
세가지 확인 부탁드립니다. 그럼에도 불구하고, 동일한 증상이 나타나신다면, 웰컴저축은행 대표번호 1661-9400 (영업일 09:00 ~ 18:00)나 인터넷뱅킹 &gt; 고객센터 &gt; 고객상담 &gt; 온라인 문의 온라인 상담 통해 연락 부탁드립니다. 감사합니다.</div>", 어플이 작동이 안되요. 갑자기 왜 이러는건가요 삭제하고 다시 까니까 아예 로긴도 안되는데요,2021년 11월 16일,3,별표 5개 만점에 1개를 받았습니다.
16,한사람,"<div class=""LVQB0b""><div class=""QoPmEb""></div><div><span class=""X43Kjb"">웰컴 저축은행</span><span class=""p2TkOb"">2021년 12월 13일</span></div>한사람님, 안녕하세요. 웰컴저축은행입니다. 이체나 해지에 대한 업무는 개인정보 동의 없이 처리하거나 답변드리기 어려운 점 너그러운 양해부탁드립니다. 인터넷뱅킹이나 스마트뱅킹의 계좌상세 메뉴에서 확인하시거나 번거로우시더라도 웰컴저축은행 대표번호 1661-9400 (영업일 09:00 ~ 18:00)으로 연락주시면 문의하신 내용에 대해 친절하고 자세한 안내 받아보실 수 있습니다.</div>", 적금해지했는데 30 30 만원이 자동으로 빠져나가네요 이거 다시 돈 돌려주세요^^,2021년 12월 12일,0,별표 5개 만점에 1개를 받았습니다.
17,이진화,"<div class=""LVQB0b""><div class=""QoPmEb""></div><div><span class=""X43Kjb"">웰컴 저축은행</span><span class=""p2TkOb"">2021년 12월 7일</span></div>이진화님, 안녕하세요. 웰컴저축은행입니다. 리뷰에 남겨주신 내용만으로는 고객님의 정확한 현황을 파악하기 어려워 답변에 어려움이 있는 점 양해 부탁드립니다.
① 앱 삭제
② 기기&gt;설정&gt;시스템&gt;날짜 및 시간 &gt; '자동설정'으로 변경
③ 기기&gt;설정&gt;소프트웨어 업데이트 확인
④ 앱 재설치
위의 조치 후에도 동일한 현상이 반복되신다면 웰컴저축은행 대표번호 1661-9400 (영업일 09:00~18:00)으로 연락 부탁드립니다. 감사합니다.</div>", 앱 실행이 안됩니다 기기오류작동 앱 다시 설치해도 안되네요ㅡㅡ,2021년 12월 6일,0,별표 5개 만점에 1개를 받았습니다.
18,시크릿주주,"<div class=""LVQB0b""><div class=""QoPmEb""></div><div><span class=""X43Kjb"">웰컴 저축은행</span><span class=""p2TkOb"">2021년 10월 25일</span></div>시크릿주주님, 안녕하세요. 웰컴저축은행입니다. 웰컴디지털뱅크를 사용하면서 느끼신 소중한 의견을 남겨주셔서 감사합니다. 말씀 주신 의견 개선점을 찾을 수 있도록 내부에 의견 전달하도록 하겠습니다. 앞으로도 고객님께 안전한 뱅킹 서비스와 더 많은 혜택을 드리도록 최선을 다하는 웰컴저축은행이 되겠습니다. 감사합니다.</div>"," 앱은 장말 만족하면서 쓰고있습니다. 다만, 간혹 노트20울트라 사용자인데 이체화면에서 화면전환이 안되거나 느려지는 경우가 요즘들어 잦네요..",2021년 10월 25일,9,별표 5개 만점에 4개를 받았습니다.
19,남미정,"<div class=""LVQB0b""><div class=""QoPmEb""></div><div><span class=""X43Kjb"">웰컴 저축은행</span><span class=""p2TkOb"">2021년 9월 30일</span></div>남미정님, 안녕하세요. 웰컴저축은행입니다. 사용하시는 기기에서 아래 설정을 확인 부탁드립니다.
'설정&gt;시스템&gt;개발자 옵션&gt;사용 OFF'
해당 설정을 OFF 하신 뒤 앱을 완전히 종료 후 다시 시도 부탁드립니다. 만약 그럼에도 불구하고 동일한 현상이 일어나신다면 웰컴저축은행 대표번호 1661-9400 (영업일 09:00 ~ 18:00)으로 연락부탁드립니다. 문의하신 내용에 대해 친절하고 자세한 안내 받아보실 수 있습니다. 감사합니다.</div>"," 지금까지 1년이상 웰컴디지털뱅크 잘 이용해왔습니다. 그런데 계속 ""전자금융 사기를 예방하기 위해 '개발자디버깅'의 usb디버깅을 해제하시기 바랍니다. 설정을 변경하시겠습니까?""라는 문구가 뜨는데 어떻게 하라는 것인가요? 앱을 이용할수가 없습니다.",2021년 9월 29일,37,별표 5개 만점에 5개를 받았습니다.
20,신유진,"<div class=""LVQB0b""><div class=""QoPmEb""></div><div><span class=""X43Kjb"">웰컴 저축은행</span><span class=""p2TkOb"">2021년 7월 7일</span></div>신유진님, 안녕하세요. 웰컴저축은행입니다. 리뷰에 남겨주신 내역 기억하시어 다시 응원의 메시지 남겨주셔서 감사합니다. 웰컴저축은행은 고객님의 불편함에 귀기울여 듣고 개선하기 위해 최선을 다하고 있습니다. 앞으로도 더 나은 서비스를 만들어 가는 웰컴저축은행이 되겠습니다. 감사합니다!</div>"," 어플이 심플하면서 예뻐지고, 사용하기 재밌도록 캐릭터설정 등 다양한 기능이 추가된건 너무 좋아요! ㅋ 웰컴어플 매일 켜고 싶을정도니까요 :) 그런데..상용적으로 쓰는 메뉴들..예를들면 내계좌전체보기, 로그아웃 등은 어떤 메뉴를 쓰는중이건간에 실행할수있도록 좀 밖으로 꺼내놓아주셨으면합니다. 로그아웃하러 메뉴-관리-앱설정 등등 찾아가야하는건 좀 번거로워요ㅜㅠ 특히 로그아웃을 잘하는건 은행어플상 매우 중요한데말이죠...! 개선 부탁드립니다~ ---------------------------------------- 올해 3월에 어플개선사항...전체 리뷰어플이 심플하면서 예뻐지고, 사용하기 재밌도록 캐릭터설정 등 다양한 기능이 추가된건 너무 좋아요! ㅋ 웰컴어플 매일 켜고 싶을정도니까요 :) 그런데..상용적으로 쓰는 메뉴들..예를들면 내계좌전체보기, 로그아웃 등은 어떤 메뉴를 쓰는중이건간에 실행할수있도록 좀 밖으로 꺼내놓아주셨으면합니다. 로그아웃하러 메뉴-관리-앱설정 등등 찾아가야하는건 좀 번거로워요ㅜㅠ 특히 로그아웃을 잘하는건 은행어플상 매우 중요한데말이죠...! 개선 부탁드립니다~ ---------------------------------------- 올해 3월에 어플개선사항을 게시했는데, 거의 2~3달이내 반영하여 앱이 바로 개선되었네요!!! 메뉴버튼 제 이름옆에 로그아웃버튼이 위치해있어 정말 편리해졌습니다 :) 어플쓸때마다 예뻐서 기분좋고, 편리해서 꼭 후기남기고싶었어요~ 빠른반영 감사합니다!!! ㅎ 아주 매우만족이예요♡",2021년 7월 6일,71,별표 5개 만점에 5개를 받았습니다.
21,호하히,"<div class=""LVQB0b""><div class=""QoPmEb""></div><div><span class=""X43Kjb"">웰컴 저축은행</span><span class=""p2TkOb"">2021년 10월 1일</span></div>호하히님, 안녕하세요. 웰컴저축은행입니다. 웰컴디지털뱅크를 사용하면서 느끼신 소중한 의견을 남겨주셔서 감사합니다. 앞으로도 고객님께 안전한 뱅킹 서비스와 더 많은 혜택을 드리도록 최선을 다하는 웰컴저축은행이 되겠습니다. 감사합니다.</div>", 안정적이네요. 아쉬운 점은 스마트 OTP를 지원하지 않네요. 저는 일반 OTP는 불편해서 잘 들고 다니지를 않아서 어느순간부터 스마트 OTP 를 이용합니다.,2021년 10월 1일,17,별표 5개 만점에 4개를 받았습니다.
22,허지현,"<div class=""LVQB0b""><div class=""QoPmEb""></div><div><span class=""X43Kjb"">웰컴 저축은행</span><span class=""p2TkOb"">2021년 8월 3일</span></div>허지현님, 안녕하세요. 웰컴저축은행입니다. 웰컴디지털뱅크를 사용하면서 느끼신 소중한 의견을 남겨주셔서 감사합니다. 긍정적인 평가에 내부 구성원 모두 큰 힘을 얻었습니다. 의견 주신 내용도 더 좋은 방향으로 논의될 수 있도록 내부에 전달하도록 하겠습니다. 앞으로도 고객님께 안전한 뱅킹 서비스와 더 많은 혜택을 드리도록 최선을 다하는 웰컴저축은행이 되겠습니다. 감사합니다!</div>", 안써봤으면 말을 하지 않는것이 좋습니다. 월컴만큼 모바일 디지털뱅킹에 진심인 은행 저축은행은 없어 보입니다. 깔큼한 사용자환경이야 옛날부터 그랬고... 다만 건의 드리고 싶은게 있다면 굳이 타은행 계좌를 오픈뱅킹 명목하에 쭉 놓고 끌어서 계좌이체하게 하는건 의미도 없어보여요. 걍 kb저축은행처럼 따로 조회하게 만든후에 웰컴에만 입금 하게 만드는게 더좋아보입니다. 앞으로도 쭉 소액이나마 저축 적금을 중시하는 사람들을 위하는 은행이 되길 빕니다. 화이팅!!!!,2021년 8월 2일,8,별표 5개 만점에 5개를 받았습니다.
23,Nonino Adios,"<div class=""LVQB0b""><div class=""QoPmEb""></div><div><span class=""X43Kjb"">웰컴 저축은행</span><span class=""p2TkOb"">2021년 8월 2일</span></div>Nonino Adios님, 안녕하세요. 웰컴저축은행입니다. 웰컴디지털뱅크를 사용하면서 느끼신 소중한 의견을 남겨주셔서 감사합니다. 이체 한도는 보안등급에 따라 각각 다른 점 참조 부탁드립니다.
· 1등급(OTP 등록): 1회 1억원/1일 5억원 이체 가능
· 2등급(보안카드 등록):1회 1천만원/1일 5천만원 이체 가능
· 3등급:1회 1천만원/1일 1천만원 이체 가능
· 한도제한: 1회 300만원/1일 3백만원 이체 가능
이자 조회 관련해서는 내부에 의견 전달하여 개선될 수 있도록 전달하겠습니다.
앞으로도 고객님께 안전한 뱅킹 서비스와 더 많은 혜택을 드리도록 최선을 다하는 웰컴저축은행이 되겠습니다. 감사합니다</div>", 사이다통장(SBI저축은행) 앱에 비해 불편한게 많아요. 이체한도 변경도 얼마 안되고 보통예금 같은 경우 사이다통장에선 매일매일 이자가 얼마 붙는지 조회가 가능한데 웰컴은 그게 안되네요. 뭐 하지만 이율이 좋은 관계로 다소 불편한 것도 감수하고 있습니다.,2021년 7월 29일,24,별표 5개 만점에 3개를 받았습니다.
24,lee lee,"<div class=""LVQB0b""><div class=""QoPmEb""></div><div><span class=""X43Kjb"">웰컴 저축은행</span><span class=""p2TkOb"">2021년 10월 7일</span></div>lee lee님, 안녕하세요. 웰컴저축은행입니다. 웰컴디지털뱅크를 사용하면서 느끼신 소중한 의견을 남겨주셔서 감사합니다. 현재 웰컴저축은행은 당행 정책상 스마트 OTP를 지원하고 있지 않는 점, 너그러운 양해 부탁드립니다. 타행 공동인증서 등록을 위해서는 보안카드 발급 또는 OTP 등록이 필요합니다. 현재 OTP나 보안카드와 같은 보안매체는 영업점 방문을 통한 발급이 가능합니다. 다른 은행에서 발급받은 OTP가 있으시면, 당행에 등록 후 사용 가능합니다. 감사합니다.</div>", 타행 otp중 스마트otp가 등록이 안되네요. 요새 안되는데가 어딨다고. 이것좀 수정해주세요.,2021년 10월 6일,2,별표 5개 만점에 1개를 받았습니다.
25,Krugman J,"<div class=""LVQB0b""><div class=""QoPmEb""></div><div><span class=""X43Kjb"">웰컴 저축은행</span><span class=""p2TkOb"">2021년 10월 5일</span></div>Krugman J님, 안녕하세요. 웰컴저축은행입니다. 웰컴디지털뱅크를 사용하면서 느끼신 소중한 의견을 남겨주셔서 감사합니다. 앞으로도 고객님께 안전한 뱅킹 서비스와 더 많은 혜택을 드리도록 최선을 다하는 웰컴저축은행이 되겠습니다. 감사합니다.</div>"," 어플이 이용하기 너무 편하게 되어있고, 우대금리 조건 충족 여부도 가시적으로 잘보이기 되어있어 너무 좋습니다ㅎㅎ",2021년 10월 2일,2,별표 5개 만점에 5개를 받았습니다.
26,도로로로,"<div class=""LVQB0b""><div class=""QoPmEb""></div><div><span class=""X43Kjb"">웰컴 저축은행</span><span class=""p2TkOb"">2021년 10월 5일</span></div>도로로로님, 안녕하세요. 웰컴저축은행입니다. 웰컴디지털뱅크를 사용하면서 느끼신 소중한 의견을 남겨주셔서 감사합니다. 서비스를 이용하시는 데 불편함을 드려 죄송합니다. 현재 웰컴저축은행은 안전하고 더 많은 혜택을 드릴 수 있도록 일부 상품에 대해 내부적으로 점검을 진행하고 있습니다. 불편하시겠지만 문의사항은 웰컴저축은행 대표번호 1661-0001로 연락 부탁드립니다. 최선을 다하는 웰컴저축은행이 되겠습니다. 감사합니다.</div>", 무슨 편리하다더니 뭘 누르던 전부 점검중이라 고객센터에 전화하래요 간편 모바일 진행이라더니 전부 점검중이라 고객센터랑 통화하면 그게 뭐가 편리한건지 모르겟음,2021년 10월 3일,8,별표 5개 만점에 1개를 받았습니다.
27,SUMI KIM,"<div class=""LVQB0b""><div class=""QoPmEb""></div><div><span class=""X43Kjb"">웰컴 저축은행</span><span class=""p2TkOb"">2021년 12월 24일</span></div>SUMI KIM님, 안녕하세요. 웰컴저축은행입니다. 리뷰에 남겨주신 내용만으로는 고객님께서 이체 진행 중 어느 단계에서 어려움을 겪으셨는지 파악하기 어려워 답변에 어려움이 있는 점 양해 바랍니다. 혹시 오픈뱅킹 이체 중 일어나신 현상이실까요? 앱 재접속 후에도 동일한 증상이 계속된다면, 번거로우시더라도 웰컴저축은행 대표번호 1661-9400 (영업일 09:00 ~ 18:00)로 연락 부탁드립니다. 문의하신 내용에 대해 친절하고 자세한 안내 받아보실 수 있습니다. 감사합니다.</div>", 타은행에서 이체하려고 하는데 영업시간외 에는 없는 계좌라고 나오네요?,2021년 12월 23일,0,별표 5개 만점에 1개를 받았습니다.
