,author,developer_reply,review,review_date,reviewer_ratings,star
28,나서영,"<div class=""LVQB0b""><div class=""QoPmEb""></div><div><span class=""X43Kjb"">웰컴 저축은행</span><span class=""p2TkOb"">2021년 10월 25일</span></div>나서영님, 안녕하세요. 웰컴저축은행입니다. 웰컴디지털뱅크를 사용하면서 느끼신 소중한 의견을 남겨주셔서 감사합니다. 앞으로도 고객님께 안전한 뱅킹 서비스와 더 많은 혜택을 드리도록 최선을 다하는 웰컴저축은행이 되겠습니다. 감사합니다.</div>", 저축은행 앱 중에서는 제일 이용이 편리하고 깔끔함 1금융권 은행 앱과 비교해도 전혀 뒤쳐지지 않음 더 편리하기도 함,2021년 10월 23일,10,별표 5개 만점에 5개를 받았습니다.
29,녹색김원장,"<div class=""LVQB0b""><div class=""QoPmEb""></div><div><span class=""X43Kjb"">웰컴 저축은행</span><span class=""p2TkOb"">2021년 10월 8일</span></div>주품어린이집님, 안녕하세요. 웰컴저축은행입니다. 웰컴디지털뱅크를 사용하면서 느끼신 소중한 의견을 남겨주셔서 감사합니다. 앞으로도 고객님께 안전한 뱅킹 서비스와 더 많은 혜택을 드리도록 최선을 다하는 웰컴저축은행이 되겠습니다. 감사합니다.</div>", 21년1월부터 사용중입니다 목차라던가 내가 필요한 부분 찾기 쉽게 되어 있고요 은행업무도 딜레이 없이 만족도 좋아요~,2021년 10월 8일,5,별표 5개 만점에 5개를 받았습니다.
30,임경희깨비,"<div class=""LVQB0b""><div class=""QoPmEb""></div><div><span class=""X43Kjb"">웰컴 저축은행</span><span class=""p2TkOb"">2021년 10월 7일</span></div>임경희깨비님, 안녕하세요. 웰컴저축은행입니다. 웰컴디지털뱅크를 사용하면서 느끼신 소중한 의견을 남겨주셔서 감사합니다. 앞으로도 고객님께 안전한 뱅킹 서비스와 더 많은 혜택을 드리도록 최선을 다하는 웰컴저축은행이 되겠습니다. 감사합니다.</div>", 시스템도 안정적이고 오픈뱅킹도 편하고 우대금리충족조건 등 이용하기좋습니다. 쭉~ 잘이용할 예정입니다^^,2021년 10월 7일,3,별표 5개 만점에 5개를 받았습니다.
31,pokt0509,"<div class=""LVQB0b""><div class=""QoPmEb""></div><div><span class=""X43Kjb"">웰컴 저축은행</span><span class=""p2TkOb"">2021년 7월 12일</span></div>pokt0509님, 안녕하세요. 웰컴저축은행입니다. 웰컴디지털뱅크를 사용하면서 느끼신 소중한 의견을 남겨주셔서 감사합니다. 앞으로도 고객님께 안전한 뱅킹 서비스와 더 많은 혜택을 드리도록 최선을 다하는 웰컴저축은행이 되겠습니다. 감사합니다.</div>", 핸드폰을 바꿔서 새로 이용등록을 하는데 다른 은행앱들과는 다르게 귀찮은 신분증 촬영이나 계좌번호 쓰는 과정 없이 핸드폰 본인인증과 계좌 비밀번호만 입력하면 되어서 아주 편하고 좋네요. 어플 디자인도 은행앱들 중에서 귀엽고 예쁜편이에요.,2021년 7월 10일,6,별표 5개 만점에 5개를 받았습니다.
32,朴ダソル,"<div class=""LVQB0b""><div class=""QoPmEb""></div><div><span class=""X43Kjb"">웰컴 저축은행</span><span class=""p2TkOb"">2021년 12월 20일</span></div>朴ダソル님, 안녕하세요. 웰컴저축은행입니다. 우선 이용에 불편을 드려 죄송합니다.
해당 현상은 현재 안드로이드 OS 12 버전이 먼저 적용한 단말에서 공통적으로 나타나는 현상으로 파악되었습니다. 구글 픽셀폰 등은 아직 조치 중에 있으나, 갤럭시 단말기의 경우 최신 보안 패치 등을 업데이트 할 경우 구동될 수 있어 '설정&gt;휴대전화 정보&gt;소프트웨어 정보'의 각 버젼들을 최신 버젼으로 업데이트 후 재확인 부탁드립니다. 만약 그럼에도 불구하고 동일한 현상이 일어나신다면, 급하신 업무는 인터넷 뱅킹을 통해 진행 부탁드립니다. 최대한 조속히 해결할 수 있도록 하겠습니다.
이용에 불편을 드려 대단히 죄송합니다.</div>", 안드로이드 12인데 어플 실행안되는데요 !!,2021년 12월 20일,0,별표 5개 만점에 1개를 받았습니다.
33,이광야,"<div class=""LVQB0b""><div class=""QoPmEb""></div><div><span class=""X43Kjb"">웰컴 저축은행</span><span class=""p2TkOb"">2021년 10월 7일</span></div>이광야님, 안녕하세요.먼저 이용에 불편을 드려 죄송합니다. 리뷰를 남겨주신 시간이 업무 시간이 지난 시각이라 즉각적으로 도움을 받기 어려우셔서 답답하셨을 것 같습니다. 죄송스럽게도 리뷰 상의 내용으로는 이광야 고객님께서 어떤 상황에서 어려움을 겪고 계신지 확인이 어려워 답변에 제한이 있는 점 너그러운 양해 부탁드립니다.
① 설정&gt;소프트웨어 업데이트 확인
② 앱스토어 'Android System Webview' 검색 후 업데이트 확인
③ 앱스토어&gt;설정&gt;앱 자동 업데이트
그럼에도 불구하고 동일한 현상이 반복되신다면 웰컴저축은행 대표번호 1661-9400 (영업일 09:00 ~ 18:00)으로 연락부탁드립니다. 감사합니다.</div>", 지금 몇시간째 로그인이안되고 먹통이에요 넘짜증납니다 휴대폰 전원도 껏다켜고 진짜 왜이러는거죠?,2021년 10월 6일,4,별표 5개 만점에 1개를 받았습니다.
34,한손,"<div class=""LVQB0b""><div class=""QoPmEb""></div><div><span class=""X43Kjb"">웰컴 저축은행</span><span class=""p2TkOb"">2021년 10월 18일</span></div>한손님, 안녕하세요. 웰컴저축은행입니다. 15일 금요일 20시부터 17일 일요일 07시까지 정부24 시스템 점검에 따라 신분증 진위여부 서비스가 일시 중단되었습니다. 앱 재접속 후에도 동일한 증상이 계속된다면, 번거로우시더라도 웰컴저축은행 대표번호 1661-9400 (영업일 09:00 ~ 18:00)로 연락 부탁드립니다. 문의하신 내용에 대해 친절하고 자세한 안내 받아보실 수 있습니다. 감사합니다</div>", (노트9) 고객확인 재이행 안내가 뜨길래 인증을 하려고했더니 시스템 오류라면서 인증이 안됩니다. 급하게 이체할 일이 있는데.... 빠른조치바랍니다.,2021년 10월 15일,2,별표 5개 만점에 1개를 받았습니다.
35,H.K. Kim,"<div class=""LVQB0b""><div class=""QoPmEb""></div><div><span class=""X43Kjb"">웰컴 저축은행</span><span class=""p2TkOb"">2021년 7월 26일</span></div>H.K. Kim님, 안녕하세요. 웰컴저축은행입니다. 웰컴디지털뱅크를 사용하면서 느끼신 소중한 의견을 남겨주셔서 감사합니다. 말씀 주신 체크카드 관련하여 주신 의견 내부에 전달될 수 있도록 하겠습니다. 앞으로도 고객님께 안전한 뱅킹 서비스와 더 많은 혜택을 드리도록 최선을 다하는 웰컴저축은행이 되겠습니다. 감사합니다.</div>", 잘사용하고 있습니다 부가적인 서비스가 줄어들지 않았으면 좋겠네요 (체크카드 적립이 만원이상 보다는 폭이 넓어졌으면 하네요 (다른 은행 체크카드처럼요),2021년 7월 25일,7,별표 5개 만점에 5개를 받았습니다.
36,항이,"<div class=""LVQB0b""><div class=""QoPmEb""></div><div><span class=""X43Kjb"">웰컴 저축은행</span><span class=""p2TkOb"">2021년 9월 6일</span></div>항이님, 안녕하세요. 웰컴저축은행입니다. 리뷰에 남겨주신 내용만으로는 고객님의 정확한 현황을 파악하기 어려워 답변에 어려움이 있는 점 양해 부탁드립니다.
아래 방법으로 시도 부탁드립니다.
① 앱 삭제 후 ② 기기&gt;설정&gt;시스템&gt;날짜 및 시간 &gt; '자동설정'으로 변경 ③기기&gt;설정&gt;소프트웨어 업데이트 확인 ④ 앱 재설치
위의 방법으로 시도 후에도 동일한 현상이 반복되신다면 '웰컴저축은행 대표번호 1661-9400 (영업일 09:00~18:00)으로 연락 부탁드립니다. 감사합니다.</div>", 기기 등록 중 오류가 발생하였다면 앱을 재실행하라는 문구만 자꾸 뜹니다.. 어플을 지웠다가 다시 설치했는데 이런 문제가 생기네요 해결하는 방법이 있을까요..?,2021년 9월 3일,5,별표 5개 만점에 2개를 받았습니다.
37,박해환,"<div class=""LVQB0b""><div class=""QoPmEb""></div><div><span class=""X43Kjb"">웰컴 저축은행</span><span class=""p2TkOb"">2021년 7월 16일</span></div>박해환님,안녕하세요. 웰컴저축은행입니다. 리뷰에 남겨주신 내용만으로는 고객님의 정확한 현황을 파악하기 어려워 답변에 어려움이 있는 점 양해 부탁드립니다.
① 앱 삭제
② 기기&gt;설정&gt;시스템&gt;날짜 및 시간 &gt; '자동설정'으로 변경
③ 기기&gt;설정&gt;소프트웨어 업데이트 확인
④ 앱 재설치
그럼에도 불구하고 동일한 현상이 반복되신다면 웰컴저축은행 대표번호 1661-9400 (영업일 09:00~18:00)으로 연락 부탁드립니다. 감사합니다.</div>", Lg g7 앱실행이 안되네요. 자꾸 기기등록중 문제가생겻다며 종료됩니다. 여러번 지웟다 깔아도 마찬가지네요. 참고로 다른 금융기관 앱은 모두 정상작동됩니다.,2021년 7월 13일,15,별표 5개 만점에 1개를 받았습니다.
38,/ 0% FREE,"<div class=""LVQB0b""><div class=""QoPmEb""></div><div><span class=""X43Kjb"">웰컴 저축은행</span><span class=""p2TkOb"">2021년 9월 27일</span></div>Option V님, 안녕하세요. 웰컴저축은행입니다. 리뷰 상의 내용으로는 어떤 건으로 문의주신 건인지 정확하게 알기 어려워 답변에 제한이 있는 점 양해 부탁드립니다. 혹시 코나카드로 결제 하신 건이신지요? 코나카드로 CU 이용 시 1만원 이상 결제 시 최대 1,000원 할인 되며, 월 최대 3,000원까지만 할인이 가능합니다. 현장 즉시 할인이나, 영수증에는 상품 정가로 확인될 수 있어 마이뱅킹(카드)&gt; 상세 내역을 통해 할인 내역을 확인하실 수 있습니다. 문의하신 내용과 다르거나 궁금한 점이 있으실 경우 웰컴저축은행 대표번호 1661-9400(평일 09:00~18:00)으로 연락 부탁드립니다.</div>", 전에 카드 이용도 안되더니 이번엔 CU이용햇는 데 2번이나 1000원 즉시 할인이 안되던데.금융권에서 돈 가지고 장난 쳐도 되는 건가요?2000원 할인해주세요,2021년 9월 27일,5,별표 5개 만점에 3개를 받았습니다.
39,YISO KIVE,"<div class=""LVQB0b""><div class=""QoPmEb""></div><div><span class=""X43Kjb"">웰컴 저축은행</span><span class=""p2TkOb"">2021년 5월 3일</span></div>YISO KIVE님, 안녕하세요. 웰컴저축은행입니다. 웰컴디지털뱅크를 사용하면서 느끼신 소중한 의견을 남겨주셔서 감사합니다. 말씀주신 계좌 이용내역 조회 기간 설정에 관한 의견 내부에 전달하도록 하겠습니다. 앞으로도 고객님께 안전한 뱅킹 서비스와 더 많은 혜택을 드리도록 최선을 다하는 웰컴저축은행이 되겠습니다. 감사합니다.</div>", 추가)별점 이미 남겼는데 자꾸 별점 남겨달라고 알림이 뜹니다ㅠ 번거로워요ㅠ // 계좌 이용내역 조회할 때 사용자가 기간 설정할 때 시작일 종료일을 변경할 때마다 일일히 설정하는 게 좀 번거롭습니다. 지금 설정해둔 기간에서 시작일만 혹은 종료일만 변경할 수도 있었으면 합니다.,2021년 8월 22일,35,별표 5개 만점에 4개를 받았습니다.
40,정제영,"<div class=""LVQB0b""><div class=""QoPmEb""></div><div><span class=""X43Kjb"">웰컴 저축은행</span><span class=""p2TkOb"">2021년 10월 25일</span></div>정제영님, 안녕하세요. 웰컴저축은행입니다. 리뷰에 남겨주신 내용만으로는 고객님께서 어떤 상황에서 불편함을 겪으셨는지 파악하기 어려워 답변이 매끄럽지 않은 점 양해 바랍니다. 앱을 완전히 종료하신 후 LTE나 와이파이 등의 인터넷 환경을 확인하신 후에 다시 한 번 시도해주시기 바랍니다. 혹은 앱 사용 권한이 허용되어 있는지 확인 후 앱 재접속 후에도 동일한 증상이 계속된다면, 번거로우시더라도 웰컴저축은행 대표번호 1661-9400 (영업일 09:00 ~ 18:00)로 연락 부탁드립니다. 문의하신 내용에 대해 친절하고 자세한 안내 받아보실 수 있습니다. 감사합니다.</div>", 모바일자동이라서열심히들어가서하니접속이원활하다고계속뜨네.몆번이나해봤는데똑같음.넘짜증나네,2021년 10월 23일,0,별표 5개 만점에 1개를 받았습니다.
41,YOUJIN OH,"<div class=""LVQB0b""><div class=""QoPmEb""></div><div><span class=""X43Kjb"">웰컴 저축은행</span><span class=""p2TkOb"">2021년 7월 6일</span></div>YOUJIN OH님, 안녕하세요. 웰컴저축은행입니다. 웰컴디지털뱅크를 사용하면서 느끼신 소중한 의견을 남겨주셔서 감사합니다. 백숙희님께 앞으로 5점을 받을 수 있도록 노력하는 웰컴저축은행이 되겠습니다. 감사합니다.</div>", 앱이 엄청 빠릿빠릿해서 좋아요 다른 은행어플 쓰다가 이거 쓰니까 바로 체감 가능할 정도로 빠르네요 그리고 적금 우대조건 다 채웠는지 알려주는 거 너무 좋아요,2021년 7월 6일,3,별표 5개 만점에 5개를 받았습니다.
42,장영임,"<div class=""LVQB0b""><div class=""QoPmEb""></div><div><span class=""X43Kjb"">웰컴 저축은행</span><span class=""p2TkOb"">2021년 10월 15일</span></div>장영임님, 안녕하세요. 웰컴저축은행입니다. 웰컴디지털뱅크를 사용하면서 느끼신 소중한 의견을 남겨주셔서 감사합니다. 앞으로도 고객님께 안전한 뱅킹 서비스와 더 많은 혜택을 드리도록 최선을 다하는 웰컴저축은행이 되겠습니다. 감사합니다.</div>", 바로 송금되고 다른은행계좌도 조회하고 적금이율도 높아서 좋아요.,2021년 10월 14일,1,별표 5개 만점에 5개를 받았습니다.
43,변희정,"<div class=""LVQB0b""><div class=""QoPmEb""></div><div><span class=""X43Kjb"">웰컴 저축은행</span><span class=""p2TkOb"">2021년 8월 12일</span></div>변희정님, 안녕하세요. 웰컴저축은행입니다. 웰컴디지털뱅크를 사용하면서 느끼신 소중한 의견을 남겨주셔서 감사합니다. 앞으로도 고객님께 안전한 뱅킹 서비스와 더 많은 혜택을 드리도록 최선을 다하는 웰컴저축은행이 되겠습니다. 감사합니다.</div>", 저는 제2금융기관을 오래전 부터 이용했던 사람으로 여러 금융기관 조사했을때 웰컴저축은행이 예적금 이율이 제1금융기관보다 높아서 목돈 자금 마련하려고 모바일 가입해서 잘 이용하고 있습니다.다른 곳보다 어렵지 않게 빠르게 쉽게 확인할 수 있어서 좋아요.ㅋㅋ,2021년 8월 11일,30,별표 5개 만점에 5개를 받았습니다.
44,이성훈,"<div class=""LVQB0b""><div class=""QoPmEb""></div><div><span class=""X43Kjb"">웰컴 저축은행</span><span class=""p2TkOb"">2021년 10월 7일</span></div>이성훈님, 안녕하세요. 웰컴저축은행입니다. 웰컴디지털뱅크를 사용하면서 느끼신 소중한 의견을 남겨주셔서 감사합니다. 앞으로도 고객님께 안전한 뱅킹 서비스와 더 많은 혜택을 드리도록 최선을 다하는 웰컴저축은행이 되겠습니다. 감사합니다.</div>", 완전 빠른고 좋습니다 금리도 높고 금리신규 혜택도 주고요 적극 추천이요!!,2021년 10월 7일,1,별표 5개 만점에 5개를 받았습니다.
45,Teba63,"<div class=""LVQB0b""><div class=""QoPmEb""></div><div><span class=""X43Kjb"">웰컴 저축은행</span><span class=""p2TkOb"">2021년 9월 3일</span></div>Teba63 고객님, 안녕하세요. 웰컴저축은행입니다. 혹시 지금은 문제되셨던 부분이 해결 되셨을까요? 해당 문구는 네트워크 환경이 원활하지 않을 경우 뜨는 메시지로, LTE나 와이파이 등의 인터넷 환경을 확인하신 후에 다시 한 번 시도해주시기 바랍니다. 앱 재접속 후에도 동일한 증상이 계속된다면, 번거로우시더라도 웰컴저축은행 대표번호 1661-9400 (영업일 09:00 ~ 18:00)로 연락 부탁드립니다. 문의하신 내용에 대해 친절하고 자세한 안내 받아보실 수 있습니다. 감사합니다.</div>", 인터넷 연결상태 확인후 이용하라고 뜨면서 계속 접속이 안되는 상태입니다 왜그런거죠? 이체해야해서 급한데 사용도 못하고 있습니다,2021년 9월 3일,2,별표 5개 만점에 1개를 받았습니다.
46,이만오,"<div class=""LVQB0b""><div class=""QoPmEb""></div><div><span class=""X43Kjb"">웰컴 저축은행</span><span class=""p2TkOb"">2021년 8월 12일</span></div>이만오님, 안녕하세요. 웰컴저축은행입니다. 우선 이용에 불편함을 드려 죄송합니다. 리뷰에 남겨주신 내용만으로는 고객님께서 어떤 상황에서 어려움을 겪고 계신지 파악하기 어려워 답변에 어려움이 있는 점 양해 부탁드립니다. 웰컴저축은행 대표번호 1661-9400 (영업일 09:00 ~ 18:00)으로 연락주시면 문의하신 내용에 대해 친절하고 자세한 안내 받아보실 수 있습니다.</div>", 다운로드하고 앱을 이용하려고 했는데 터치가 잘 안됍니다. 그래서 본인인증 단계에서도 막힌 상태입니다. 왜 그러는지 이유도 잘 모르겠습니다....,2021년 8월 10일,16,별표 5개 만점에 3개를 받았습니다.
47,임라임,"<div class=""LVQB0b""><div class=""QoPmEb""></div><div><span class=""X43Kjb"">웰컴 저축은행</span><span class=""p2TkOb"">2021년 9월 6일</span></div>임라임님, 안녕하세요. 웰컴저축은행입니다. 임라임님께서 남겨주신 리뷰 내용 따끔하게 받아들여 더 편리하고 빠른 서비스를 만들도록 노력하겠습니다. 앞으로도 고객님께 안전한 뱅킹 서비스와 더 많은 혜택을 드리도록 최선을 다하는 웰컴저축은행이 되겠습니다. 감사합니다.</div>"," 전 어플이 더 사용하기 편했음 뭐 더덕더덕 많이 생겼지만 어플은 간단명료하게 빠른시간에 검색, 사용가능하게만드는게 쵝오",2021년 9월 4일,2,별표 5개 만점에 1개를 받았습니다.
48,르는강물,"<div class=""LVQB0b""><div class=""QoPmEb""></div><div><span class=""X43Kjb"">웰컴 저축은행</span><span class=""p2TkOb"">2021년 9월 2일</span></div>르는강물님, 안녕하세요. 웰컴저축은행입니다. 웰컴디지털뱅크를 사용하면서 느끼신 소중한 의견을 남겨주셔서 감사합니다. 앞으로도 고객님께 안전한 뱅킹 서비스와 더 많은 혜택을 드리도록 최선을 다하는 웰컴저축은행이 되겠습니다. 감사합니다.</div>", 5년째 이용중인 은행... 수수료도 없고 저금 이자율도 높고... 앱도 편리하고.. 개인적으로 카뱅및 다른 은행보다 더 좋음.. 만족중..,2021년 9월 2일,2,별표 5개 만점에 5개를 받았습니다.
49,강경란,"<div class=""LVQB0b""><div class=""QoPmEb""></div><div><span class=""X43Kjb"">웰컴 저축은행</span><span class=""p2TkOb"">2021년 9월 8일</span></div>강경란님, 안녕하세요. 웰컴저축은행입니다. 웰컴디지털뱅크를 사용하면서 느끼신 소중한 의견을 남겨주셔서 감사합니다. 앞으로도 고객님께 안전한 뱅킹 서비스와 더 많은 혜택을 드리도록 최선을 다하는 웰컴저축은행이 되겠습니다. 감사합니다.</div>", 사진촬영 안된다고 리뷰했었는데 해결됐습니다.잘 사용하고 있구요..앱이 사용하기 좋고 디자인도 예뻐서 좋네요..,2021년 9월 7일,1,별표 5개 만점에 5개를 받았습니다.
50,Minyoung Kim,"<div class=""LVQB0b""><div class=""QoPmEb""></div><div><span class=""X43Kjb"">웰컴 저축은행</span><span class=""p2TkOb"">2021년 8월 2일</span></div>Minyoung Kim님, 안녕하세요. 웰컴디지털뱅크를 사용하면서 느끼신 소중한 의견을 남겨주셔서 감사합니다. 현재는 보안 정책 상 앱 내 스크린 캡쳐를 허용하고 있지 않는 점 너그러운 양해 부탁드립니다. 하지만 의견 주신 내용 내부에 전달하여 안전함과 편리함 모두를 만족시킬 수 있도록 개선하기 위해 힘쓰겠습니다. 고객님께 안전한 뱅킹 서비스와 더 많은 혜택을 드리도록 최선을 다하는 웰컴저축은행이 되겠습니다. 감사합니다.</div>", 다 좋은데 화면캡쳐 가능하게 풀어주세요 다른은행앱들은 다 화면캡쳐 가능한데 이것만 보안설정 때문에 화면캡쳐 안된다고 떠서 불편하네요,2021년 7월 29일,0,별표 5개 만점에 4개를 받았습니다.
51,조길연,"<div class=""LVQB0b""><div class=""QoPmEb""></div><div><span class=""X43Kjb"">웰컴 저축은행</span><span class=""p2TkOb"">2021년 10월 15일</span></div>조길연님, 안녕하세요. 웰컴저축은행입니다. 웰컴디지털뱅크를 사용하면서 느끼신 소중한 의견을 남겨주셔서 감사합니다. 앞으로도 고객님께 안전한 뱅킹 서비스와 더 많은 혜택을 드리도록 최선을 다하는 웰컴저축은행이 되겠습니다. 감사합니다.</div>", 편리하고 좋아요 누구나 경험해보세요 1금융권보다 금리가 좀좋은거 같아요 추천합니다.,2021년 10월 15일,1,별표 5개 만점에 5개를 받았습니다.
52,신훈,"<div class=""LVQB0b""><div class=""QoPmEb""></div><div><span class=""X43Kjb"">웰컴 저축은행</span><span class=""p2TkOb"">2021년 10월 12일</span></div>신훈님, 안녕하세요. 웰컴저축은행입니다. 웰컴디지털뱅크를 사용하면서 느끼신 소중한 의견을 남겨주셔서 감사합니다. 앞으로도 고객님께 안전한 뱅킹 서비스와 더 많은 혜택을 드리도록 최선을 다하는 웰컴저축은행이 되겠습니다. 감사합니다.</div>", 빠르고 설명이잘대있내요 저축은행은 처음인대 적금이자가 은행보다좋아 좋습니다,2021년 10월 11일,2,별표 5개 만점에 5개를 받았습니다.
53,K Nerd,"<div class=""LVQB0b""><div class=""QoPmEb""></div><div><span class=""X43Kjb"">웰컴 저축은행</span><span class=""p2TkOb"">2021년 8월 30일</span></div>K Nerd님, 안녕하세요. 웰컴저축은행입니다. 앱 이용 시 공동인증서 사용이 필요하지 않아 등록 화면을 제공하고 있지 않습니다. 본인 인증 과정에서 인증서를 활용하나, 안드로이드의 경우 별도 등록 없이도 앱 내에서 인증서 확인이 가능합니다. 감사합니다.</div>"," 어플에서 타기관 인증서 등록 못하는 게 상당히 불편합니다 왜 OTP 등록은 어플에서 하고, 타기관 인증서 등록은 PC웹에서 하도록 해놨죠??",2021년 8월 28일,8,별표 5개 만점에 2개를 받았습니다.
54,강희제,"<div class=""LVQB0b""><div class=""QoPmEb""></div><div><span class=""X43Kjb"">웰컴 저축은행</span><span class=""p2TkOb"">2021년 8월 17일</span></div>강희제님, 안녕하세요. 웰컴저축은행입니다. 웰컴디지털뱅크를 사용하면서 느끼신 소중한 의견을 남겨주셔서 감사합니다. 고객님이 남겨주신 리뷰에 큰 힘을 얻습니다. 앞으로도 고객님께 안전한 뱅킹 서비스와 더 많은 혜택을 드리도록 최선을 다하는 웰컴저축은행이 되겠습니다. 감사합니다.</div>", 한달정도 써보고 리뷰 다시남깁니다 처음에는 이자때문에 아무것도 모르고 깔앗지만 쓰면 쓸수록 깔끔하고 편리한 어플인거같아요 시중 은행들 어플 느리고 복잡한데 이건 진짜 깔끔합니다 ㄹㅇ,2021년 8월 13일,8,별표 5개 만점에 5개를 받았습니다.
55,In-young Jho,"<div class=""LVQB0b""><div class=""QoPmEb""></div><div><span class=""X43Kjb"">웰컴 저축은행</span><span class=""p2TkOb"">2021년 8월 23일</span></div>In-young Jho님, 안녕하세요. 웰컴저축은행입니다. 웰컴디지털뱅크를 사용하면서 느끼신 소중한 의견을 남겨주셔서 감사합니다. 앞으로도 고객님께 더 편리하고 안전한 뱅킹 서비스와 혜택을 드리도록 최선을 다하는 웰컴저축은행이 되겠습니다. 감사합니다.</div>", 다른 앱보다 사용하기 편하고 디자인도 예쁨 다만 이자를 더 받으려면 자동이체라든지 기본 예금 액수라든지 맞춰야 하는게 있는데.. 해야죵 뭐 ㅎ,2021년 8월 20일,6,별표 5개 만점에 5개를 받았습니다.
56,김선영,"<div class=""LVQB0b""><div class=""QoPmEb""></div><div><span class=""X43Kjb"">웰컴 저축은행</span><span class=""p2TkOb"">2021년 8월 18일</span></div>김선영님, 안녕하세요. 웰컴저축은행입니다. 웰컴디지털뱅크를 사용하면서 느끼신 소중한 의견을 남겨주셔서 감사합니다. 앞으로도 고객님께 안전한 뱅킹 서비스와 더 많은 혜택을 드리도록 최선을 다하는 웰컴저축은행이 되겠습니다. 감사합니다.</div>", 이벤트도 독특하며 재미있고 예적금 금리도 다양해서 좋아요. 웰뱅앱 사용 편리하고 예쁩니다.,2021년 8월 18일,1,별표 5개 만점에 5개를 받았습니다.
57,이주현,"<div class=""LVQB0b""><div class=""QoPmEb""></div><div><span class=""X43Kjb"">웰컴 저축은행</span><span class=""p2TkOb"">2021년 7월 16일</span></div>이주현님, 안녕하세요. 웰컴저축은행입니다. 웰컴디지털뱅크를 사용하면서 느끼신 소중한 의견을 남겨주셔서 감사합니다. :) 앞으로도 고객님께 안전한 뱅킹 서비스와 더 많은 혜택을 드리도록 최선을 다하는 웰컴저축은행이 되겠습니다. 감사합니다.</div>", ui편하고 예쁘고 자동이체수수료 무료이고~ 쫌만 설정하면 천만원까지 2%파킹통장처럼 이용가능한데... 안 쓸이유있나요~?? ㅎㅎ굿굿,2021년 7월 14일,1,별표 5개 만점에 5개를 받았습니다.
58,CHOI MK,"<div class=""LVQB0b""><div class=""QoPmEb""></div><div><span class=""X43Kjb"">웰컴 저축은행</span><span class=""p2TkOb"">2021년 9월 30일</span></div>CHOI MK님, 안녕하세요. 웰컴저축은행입니다. 웰컴디지털뱅크를 사용하면서 느끼신 소중한 의견을 남겨주셔서 감사합니다. 앞으로도 고객님께 안전한 뱅킹 서비스와 더 많은 혜택을 드리도록 최선을 다하는 웰컴저축은행이 되겠습니다. 감사합니다.</div>", 일반 은행앱 대비 ui가 직관적이고 편리합니다.,2021년 9월 30일,0,별표 5개 만점에 5개를 받았습니다.
59,김종현,"<div class=""LVQB0b""><div class=""QoPmEb""></div><div><span class=""X43Kjb"">웰컴 저축은행</span><span class=""p2TkOb"">2021년 11월 2일</span></div>김종현님, 안녕하세요. 웰컴저축은행입니다. 리뷰에 남겨주신 내용만으로는 개인정보 확인이 어려워 고객님께서 이체 진행 중 어느 단계에서 어려움을 겪으셨는지 파악하기 어려워 답변에 어려움이 있는 점 양해 바랍니다. 11월 1일 오전 11시~11시 30분, 오후 5시~5시 25분 저축은행중앙회 장애로 인해서 이체 서비스가 지연되었습니다. 현재는 정상 복구 되어 앱을 완전히 종료 후 재접속 후에도 동일한 증상이 계속된다면, 번거로우시더라도 웰컴저축은행 대표번호 1661-9400 (영업일 09:00 ~ 18:00)로 연락 부탁드립니다. 문의하신 내용에 대해 친절하고 자세한 안내 받아보실 수 있습니다. 감사합니다.</div>", 이체오류 계속나오고 앱 껐다 켜도 소용없고 뭡니까 정말 한숨만 나오네요,2021년 11월 1일,0,별표 5개 만점에 1개를 받았습니다.
60,efgh abcd,"<div class=""LVQB0b""><div class=""QoPmEb""></div><div><span class=""X43Kjb"">웰컴 저축은행</span><span class=""p2TkOb"">2021년 9월 10일</span></div>내가나다님, 안녕하세요. 웰컴저축은행입니다. 웰컴디지털뱅크를 사용하면서 느끼신 소중한 의견을 남겨주셔서 감사합니다. 말씀주신 토스 계좌연결에 관한 의견 서비스에 반영할 수 있도록 내부에 의견 전달하도록 하겠습니다. 안전한 뱅킹 서비스와 혜택을 드릴 수 있도록 최선을 다하는 웰컴저축은행이 되겠습니다. 앱 사용 중 불편한 점이나 문의사항이 있으실 경우 웰컴저축은행 대표번호 1661-9400 (영업일 09:00 ~ 18:00)으로 연락 부탁드립니다. 감사합니다.</div>", 토스페이 계좌연결해서 쓰려는데 토스에서는 가맹점 미지원계좌라 사용이안됨;; 토스랑 가맹도 안하고 무슨 일을 이렇게 처리하나;; 3프로 이자 받으려다가 암걸리겠네,2021년 9월 10일,2,별표 5개 만점에 1개를 받았습니다.
61,Bj궁예,"<div class=""LVQB0b""><div class=""QoPmEb""></div><div><span class=""X43Kjb"">웰컴 저축은행</span><span class=""p2TkOb"">2021년 7월 22일</span></div>Bj궁예님, 안녕하세요. 웰컴저축은행입니다. 웰컴디지털뱅크를 사용하면서 느끼신 소중한 의견을 남겨주셔서 감사합니다. 앞으로도 고객님께 안전한 뱅킹 서비스와 더 많은 혜택을 드리도록 최선을 다하는 웰컴저축은행이 되겠습니다. 감사합니다.</div>", 은행 어플중에서 제일 깔끔하고 보기쉽게 구성되어 편합니다. 계좌개설도 쉬워요~!^^,2021년 7월 22일,3,별표 5개 만점에 5개를 받았습니다.
