,author,developer_reply,review,review_date,reviewer_ratings,star
10,SS KIM,"<div class=""LVQB0b""><div class=""QoPmEb""></div><div><span class=""X43Kjb"">웰컴 저축은행</span><span class=""p2TkOb"">2021년 6월 25일</span></div>SS KIM님, 안녕하세요. 웰컴저축은행입니다. 웰컴디지털뱅크를 사용하면서 느끼신 소중한 의견을 남겨주셔서 감사합니다. 앞으로도 고객님께 안전한 뱅킹 서비스와 더 많은 혜택을 드리도록 최선을 다하는 웰컴저축은행이 되겠습니다. 감사합니다.</div>", 여러은행앱 많이 쓰는데 제일 깔끔한듯 계좌개설때문에 혹평이 많은데 실사용하기에는 이만한 앱이 없음 메뉴도 잡다한거 없이 필요한것들 쉽게 접근할수있고 우대조건 확인 간편이체 등등 기본 기능들도 직관적이고 빠릿빠릿하고 좋음,2021년 6월 25일,3,별표 5개 만점에 5개를 받았습니다.
11,YOUJIN OH,"<div class=""LVQB0b""><div class=""QoPmEb""></div><div><span class=""X43Kjb"">웰컴 저축은행</span><span class=""p2TkOb"">2021년 7월 6일</span></div>YOUJIN OH님, 안녕하세요. 웰컴저축은행입니다. 웰컴디지털뱅크를 사용하면서 느끼신 소중한 의견을 남겨주셔서 감사합니다. 백숙희님께 앞으로 5점을 받을 수 있도록 노력하는 웰컴저축은행이 되겠습니다. 감사합니다.</div>", 앱이 엄청 빠릿빠릿해서 좋아요 다른 은행어플 쓰다가 이거 쓰니까 바로 체감 가능할 정도로 빠르네요 그리고 적금 우대조건 다 채웠는지 알려주는 거 너무 좋아요,2021년 7월 6일,1,별표 5개 만점에 5개를 받았습니다.
12,강갑순,"<div class=""LVQB0b""><div class=""QoPmEb""></div><div><span class=""X43Kjb"">웰컴 저축은행</span><span class=""p2TkOb"">2021년 7월 2일</span></div>강갑순님, 안녕하세요. 웰컴저축은행입니다. 먼저 이용에 불편을 드려 죄송합니다. 앱스토어 리뷰에서는 고객정보를 확인할 수 없어 답변에 어려움이 있는 점 너그러운 양해부탁드립니다. 앱을 완전히 종료 후 재시도 하셨을 경우에도 동일한 현상이 반복되신다면 웰컴저축은행 대표번호 1661-9400 (영업일 09:00 ~ 18:00)으로 연락부탁드립니다. 문의하신 내용에 대해 친절하고 자세한 안내 받아보실 수 있습니다. 감사합니다.</div>", 앱 개선된거 맞나요? 계좌개설하는데 신분증 촬영하고 상품계약서작성에서 계속 시스템오류라면서 안되네요 왜 안되는지는 안뜨고 계속 시스템오류 메세지만 반복 이어하기로 안되서 새로하기로 해도 마찬가지구요,2021년 6월 30일,0,별표 5개 만점에 1개를 받았습니다.
13,카리스마,"<div class=""LVQB0b""><div class=""QoPmEb""></div><div><span class=""X43Kjb"">웰컴 저축은행</span><span class=""p2TkOb"">2021년 6월 22일</span></div>카리스마님, 안녕하세요. 웰컴저축은행입니다. 웰컴디지털뱅크를 사용하면서 느끼신 소중한 의견을 남겨주셔서 감사합니다. 남겨주신 의견을 바탕으로 원인을 파악하고 조치 중이며, 빠르면 금일 중 개선사항이 반영 된 앱 버젼 업데이트가 가능할 것으로 보입니다. 빠른 시일 내 보다 더 편리하게 이용하실 수 있도록 모든 노력을 기울이겠습니다. 감사합니다.</div>", 신분증 인증이 안되면 왜 안된건지 설명을 해주고 그단계에서 다시 하게 해야지 왜 처음으로 다시 돌아가는거냐 한번 가입해볼라다가 화딱지 나서 폰 던질뻔했네 지들이 가입하지말라고 막는데 안해야지 어떡하냐,2021년 6월 20일,0,별표 5개 만점에 1개를 받았습니다.
14,뭔지RG?,"<div class=""LVQB0b""><div class=""QoPmEb""></div><div><span class=""X43Kjb"">웰컴 저축은행</span><span class=""p2TkOb"">2021년 7월 2일</span></div>뭔지RG?님, 안녕하세요. 웰컴저축은행입니다. 웰컴디지털뱅크를 사용하면서 느끼신 소중한 의견을 남겨주셔서 감사합니다. 7월 1일을 기준으로 3.1.1버전이 배포되었습니다. OS 업데이트: 기기 '설정' &gt; 소프트웨어 업데이트의 최신 버젼으로 업데이트 후에도 동일한 현상이 일어나신다면 웰컴저축은행 대표번호 1661-9400 (09:00~18:00)로 연락 부탁드립니다. 앞으로도 고객님께 안전한 뱅킹 서비스와 더 많은 혜택을 드리도록 최선을 다하는 웰컴저축은행이 되겠습니다. 감사합니다.</div>", 나만그런게 아니었네 신분증만 찍으면 계속 초기화임 ㅡㅡ 도대체 몇번째 시도하는지 열받아서 안하려다가 업데이트 받으러 와봄.,2021년 7월 1일,0,별표 5개 만점에 1개를 받았습니다.
15,조민희,"<div class=""LVQB0b""><div class=""QoPmEb""></div><div><span class=""X43Kjb"">웰컴 저축은행</span><span class=""p2TkOb"">2021년 7월 2일</span></div>조민희님, 안녕하세요. 웰컴저축은행입니다. 웰컴디지털뱅크를 사용하면서 느끼신 소중한 의견을 남겨주셔서 감사합니다. 앞으로도 고객님께 안전한 뱅킹 서비스와 더 많은 혜택을 드리도록 최선을 다하는 웰컴저축은행이 되겠습니다. 감사합니다.</div>", 인증서 없이 간편하게 이체하기 쉬워요. 업데이트도 자주해서 보안 강화와 이용자 편의를 향상시키는듯해요.,2021년 6월 30일,2,별표 5개 만점에 5개를 받았습니다.
16,이준범,"<div class=""LVQB0b""><div class=""QoPmEb""></div><div><span class=""X43Kjb"">웰컴 저축은행</span><span class=""p2TkOb"">2021년 6월 22일</span></div>이준범님, 안녕하세요. 웰컴저축은행입니다. 웰컴디지털뱅크를 사용하면서 느끼신 소중한 의견을 남겨주셔서 감사합니다. 남겨주신 의견을 바탕으로 원인을 파악하고 조치 중이며, 빠르면 금일 중 개선사항이 반영 된 앱 버젼 업데이트가 가능할 것으로 보입니다. 사용하고 계신 기기의 OS 버젼을 최신 버젼으로 업데이트 부탁드리며, 빠른 시일 내 보다 더 편리하게 이용하실 수 있도록 모든 노력을 기울이겠습니다. 감사합니다.</div>", 신분증촬영하면 시스템오류뜨면서 계속 팅깁니다.. 새로해도 똑같고 어케 만들라는건지;;,2021년 6월 18일,2,별표 5개 만점에 2개를 받았습니다.
17,Sop In,"<div class=""LVQB0b""><div class=""QoPmEb""></div><div><span class=""X43Kjb"">웰컴 저축은행</span><span class=""p2TkOb"">2021년 7월 2일</span></div>Sop In님, 안녕하세요. 웰컴저축은행입니다. 웰컴디지털뱅크를 사용하면서 느끼신 소중한 의견을 남겨주셔서 감사합니다. 이용에 불편함을 드려 죄송합니다. 리뷰에 남겨주신 내용만으로는 어떤 과정에서 불편함을 겪으신지 알 수 없어 답변에 어려움이 있는 점 양해 부탁드립니다. 개설 시 어려움이 있으실 경우 대표 상담 번호 1661-9400 (영업일 09:00 ~ 18:00)로 연락 부탁드립니다. 문의하신 내용에 대해 친절하고 자세한 안내 받아보실 수 있습니다. 감사합니다.</div>", 방금 안되길래 로그아웃하고 다시 로그인하니 예적금통장 보임 그래도 빡쳐서 바로 해지하고 돈 뺌 앱 이렇게 만들면 절대 쓸 마음 안들지,2021년 6월 29일,0,별표 5개 만점에 1개를 받았습니다.
18,메시야,"<div class=""LVQB0b""><div class=""QoPmEb""></div><div><span class=""X43Kjb"">웰컴 저축은행</span><span class=""p2TkOb"">2021년 7월 12일</span></div>메시야님, 안녕하세요. 웰컴저축은행입니다. 웰컴디지털뱅크를 사용하면서 느끼신 소중한 의견을 남겨주셔서 감사합니다. 메시야님께서 사용하시기 더 편리한 서비스를 만들어가겠습니다. 안전한 뱅킹 서비스와 더 많은 혜택을 드리도록 최선을 다하는 웰컴저축은행이 되겠습니다. 감사합니다.</div>", 아직 버벅이는 현상이...그래서 별하나 뺐어요..^^;그외는 깔끔하고 좋아요~,2021년 7월 9일,0,별표 5개 만점에 4개를 받았습니다.
19,김파인애플피자,"<div class=""LVQB0b""><div class=""QoPmEb""></div><div><span class=""X43Kjb"">웰컴 저축은행</span><span class=""p2TkOb"">2021년 6월 22일</span></div>김파인애플피자님, 안녕하세요. 웰컴저축은행입니다. 웰컴디지털뱅크를 사용하면서 느끼신 소중한 의견을 남겨주셔서 감사합니다. 남겨주신 의견을 바탕으로 원인을 파악하고 조치 중이며, 빠르면 금일 중 개선사항이 반영 된 앱 버젼 업데이트가 가능할 것으로 보입니다. 빠른 시일 내 보다 더 편리하게 이용하실 수 있도록 모든 노력을 기울이겠습니다. 감사합니다.</div>", 별한개도 아쉬운 개 쓰레기 어플 계좌하나 만드는게 이렇게 어려운일인줄 처음 알았다 신분증 인증단계에서 열번은 튕긴듯,2021년 6월 21일,1,별표 5개 만점에 1개를 받았습니다.
20,임명희,"<div class=""LVQB0b""><div class=""QoPmEb""></div><div><span class=""X43Kjb"">웰컴 저축은행</span><span class=""p2TkOb"">2021년 6월 22일</span></div>임명희님, 안녕하세요. 웰컴저축은행입니다. 웰컴디지털뱅크를 사용하면서 느끼신 소중한 의견을 남겨주셔서 감사합니다. 남겨주신 의견을 바탕으로 원인을 파악하고 조치 중이며, 빠르면 금일 중 개선사항이 반영 된 앱 버젼 업데이트가 가능할 것으로 보입니다. 빠른 시일 내 보다 더 편리하게 이용하실 수 있도록 모든 노력을 기울이겠습니다. 감사합니다.</div>", 적금하나 만들려고 했더니 신분증촬영하는데서 자꾸 튕기네요 인증만 열번정도한듯 ...그냥 포기요,2021년 6월 21일,1,별표 5개 만점에 1개를 받았습니다.
21,옵을잘하는초딩,"<div class=""LVQB0b""><div class=""QoPmEb""></div><div><span class=""X43Kjb"">웰컴 저축은행</span><span class=""p2TkOb"">2021년 5월 18일</span></div>옵을잘하는초딩님, 안녕하세요. 웰컴저축은행입니다. 웰컴디지털뱅크를 사용하면서 느끼신 소중한 의견을 남겨주셔서 감사합니다. 로그인 중 패턴이 보이는 부분에 불편함을 느끼셨다면, 아래 메뉴에서 패턴 경로가 보이지 않도록 설정할 수 있습니다.
'전체메뉴(≡) &gt; (최하단) 앱설정 &gt; 로그인 수단 변경 &gt; 패턴 선 숨기기'
혹은 '앱설정 &gt; 지문/Face ID'에 지문을 등록하신 후 로그인하실 수 있습니다.
앞으로도 고객님께 안전한 뱅킹 서비스와 더 많은 혜택을 드리도록 최선을 다하는 웰컴저축은행이 되겠습니다. 감사합니다.</div>", 잘사용하고 있어요 다만 어플이 느리다는것과(살짝) 패턴으로 로그인시 너무 큰화면으로 보이고 로딩하는 모습으로 타인에게 패턴이 유출되는점이 단점입니다. 실제로 패턴으로 로그인중 로딩중일때 회사 동료가 제뒤로 지나가면서 어?패던이 너무 쉽네? 라고 해서 놀랐어요...이점은 고쳐주셨으면 좋겠어요,2021년 5월 17일,34,별표 5개 만점에 4개를 받았습니다.
22,HYUNA KIM,"<div class=""LVQB0b""><div class=""QoPmEb""></div><div><span class=""X43Kjb"">웰컴 저축은행</span><span class=""p2TkOb"">2021년 6월 11일</span></div>HYUNA KIM님, 안녕하세요. 웰컴저축은행입니다. 웰컴디지털뱅크를 사용하면서 느끼신 소중한 의견을 남겨주셔서 감사합니다. 인증 과정에서 생긴 오류 현상으로 서비스 이용에 불편을 드려 죄송합니다. 남겨주신 의견을 바탕으로 원인을 파악하고 조치하였습니다. 현재는 조치되어 정상적으로 이용 가능하십니다. 앱 재접속 후에도 동일한 증상이 계속된다면, 번거로우시더라도 웰컴저축은행 대표번호 1661-9400 (영업일 09:00 ~ 18:00)로 연락 부탁드립니다. 문의하신 내용에 대해 친절하고 자세한 안내 받아보실 수 있습니다. 감사합니다.</div>"," 6월10일 오후9시기준으로 신분증인증후 1원인증 하게될경우 시스템오류가발생했습니다 팝업이떠서 사용을못하고있는상황입니다. 당장필요하니 바로조치해주세요. 사용한 메뉴는 이체한도증액, 계좌비밀번호오류횟수 초기화입니다. 초기화하는데 지금 통장금액을 전혀사용하고있지못합니다. 영업점방문이불가하니 바로조치해주세요 장애상황입니다",2021년 6월 10일,25,별표 5개 만점에 1개를 받았습니다.
23,mi mi,"<div class=""LVQB0b""><div class=""QoPmEb""></div><div><span class=""X43Kjb"">웰컴 저축은행</span><span class=""p2TkOb"">2021년 6월 1일</span></div>mi mi님, 안녕하세요. 웰컴저축은행입니다. 먼저 이용에 불편을 드려 죄송합니다. 리뷰에 남겨주신 내용만으로는 고객님께서어느 단계에서 어려움을 겪으셨는지 파악하기 어려워 답변에 어려움이 있는 점 양해 바랍니다. 메뉴 하단에 있는 마이뱅킹 메뉴 외에 홈, 상품몰, 라이프 등의 다른 메뉴도 클릭이 안 되시는지요? 전체 메뉴(≡) &gt; 로그인해주세요 버튼을 누르셨을 때에도 로그인 진행이 안 되시는 부분이 맞으시다면 번거로우시더라도 웰컴저축은행 대표번호 1661-9400 (영업일 09:00 ~ 18:00)로 연락 부탁드립니다. 문의하신 내용에 대해 친절하고 자세한 안내 받아보실 수 있습니다. 감사합니다.</div>", 계좌개설 힘들게 한 것도 별로였는데.. 왜 어플 들어가면 하단에 마이뱅킹이라는 메뉴 자체가 안눌리고 로그인 버튼 자체가 안눌리나요... 이정도면 어플에 문제 있는거 아니에요? 계좌에 50만원 정도 이체까지 해놨는데.. 왜 제가 제 계좌정보를 못보나요,2021년 5월 31일,49,별표 5개 만점에 1개를 받았습니다.
24,최윤선,"<div class=""LVQB0b""><div class=""QoPmEb""></div><div><span class=""X43Kjb"">웰컴 저축은행</span><span class=""p2TkOb"">2021년 6월 11일</span></div>최윤선님, 안녕하세요. 웰컴저축은행입니다. 웰컴디지털뱅크를 사용하면서 느끼신 소중한 의견을 남겨주셔서 감사합니다. 인증 과정에서 생긴 오류 현상으로 서비스 이용에 불편을 드려 죄송합니다. 남겨주신 의견을 바탕으로 원인을 파악하고 조치하였습니다. 현재는 조치되어 정상적으로 이용 가능하십니다. 앱 재접속 후에도 동일한 증상이 계속된다면, 번거로우시더라도 웰컴저축은행 대표번호 1661-9400 (영업일 09:00 ~ 18:00)로 연락 부탁드립니다. 문의하신 내용에 대해 친절하고 자세한 안내 받아보실 수 있습니다. 감사합니다.</div>", 보통예금 신규계좌 개설을 하려고 필수항목 모두다 입력후 핸드폰 인증후 신분증 인증하고 은행계좌 인증까지 한후에 시스템 오류라고 떠서 하는수 없이 처음부터 다시 핸폰인증과 신분증 인증.은행계좌인증 이렇게 했는데 또 시스템 오류가... 4회나 반복했어요 근데 또 시스템 오류 시간도 많이 들고 날씨도 덥고 슬슬 짜증이 급상승입니다. 결국 시스템 오류 메시지가 뜹니다. 계좌개설후 적금가입하려고 하는데 개설이 안됩니다. 시스템 오류 해결해주세요,2021년 6월 10일,19,별표 5개 만점에 1개를 받았습니다.
25,by grace,"<div class=""LVQB0b""><div class=""QoPmEb""></div><div><span class=""X43Kjb"">웰컴 저축은행</span><span class=""p2TkOb"">2021년 6월 22일</span></div>by grace님, 안녕하세요. 웰컴저축은행입니다. 웰컴디지털뱅크를 사용하면서 느끼신 소중한 의견을 남겨주셔서 감사합니다. 앞으로도 고객님께 안전한 뱅킹 서비스와 더 많은 혜택을 드리도록 최선을 다하는 웰컴저축은행이 되겠습니다. 감사합니다.</div>"," 앱사용도 편리하고, 서류관련업무도 빠르게 처리해 줘서 좋아요.",2021년 6월 20일,1,별표 5개 만점에 5개를 받았습니다.
26,So hee Jang,"<div class=""LVQB0b""><div class=""QoPmEb""></div><div><span class=""X43Kjb"">웰컴 저축은행</span><span class=""p2TkOb"">2021년 6월 25일</span></div>So hee Jang님, 안녕하세요. 웰컴저축은행입니다. 웰컴디지털뱅크를 사용하면서 느끼신 소중한 의견을 남겨주셔서 감사합니다. 앞으로도 고객님께 안전한 뱅킹 서비스와 더 많은 혜택을 드리도록 최선을 다하는 웰컴저축은행이 되겠습니다. 감사합니다.</div>", 계좌조회하면 만기표시가되어있어 편리함 전체적으로 편안한느낌이듭니다.,2021년 6월 25일,2,별표 5개 만점에 5개를 받았습니다.
