,author,developer_reply,review,review_date,reviewer_ratings,star
10,Minkoo Seo,, 이율이 좋아서 좋은 은행입니다. 다만 앱의 UI가 모던하게 바뀌었으면 합니다. 그것때문에 손이 안가요.,2021년 2월 7일,0,별표 5개 만점에 3개를 받았습니다.
11,yuna dream,, 올해부터 에러가 계속 나고 뭐하나 누르면 로딩이 계속 되다가 멈춰버림 하루이틀이ㅡ아니고 계속 그래요 앱 신경좀 써주세요,2021년 2월 8일,0,별표 5개 만점에 1개를 받았습니다.
12,me Y,, 첫거래 우대 적금이 있어서 들었어요. 앱 안에 내용들이 보기 편하고 간편해서 너무 좋네요.,2021년 2월 26일,0,별표 5개 만점에 4개를 받았습니다.
13,배움의기쁨,," 1금융권에 비해 이자가 높고 앱사용도 똑같이 편해요. 체크카드 혜택도 괜찮고, 인출도 좋아요. 딱 하나, 자동이체일 지정과 변경이 안 되는 점이 아쉽습니다.",2021년 2월 12일,1,별표 5개 만점에 4개를 받았습니다.
14,John Heart,, 아주좋습니다 스마트출금기능에 높은금리에 이체 출금 수수료무료 만족함 입출금통장 카카오 뱅크와 케이뱅크에서 여기로옮겨탐니다,2021년 2월 7일,0,별표 5개 만점에 5개를 받았습니다.
15,J*ng Su Ha,, 인터넷 연결상태확인 후 다시 시도해주십시오. 문구가 자꾸 떠서 앱 실행이 안되요. 갤s20 입니다.,2021년 1월 25일,0,별표 5개 만점에 1개를 받았습니다.
16,최고은,, 어제 개인핸드폰으로 대출전화가왔습니다 웰컴저축은행이라고 하더군요 기존채무를 대환해주겠다고 했어요ᆢ개인핸드폰이라 이상해서 본사에전화해서 핸드폰 전화조회를 요청했습니다 김다x여직원분이 조회해보더니 둔산지점법인핸드폰이라 했습니다 전그걸믿고 그핸드폰분과 통화하고 제정보를 다줬습니다 그리고 연락두절이고 알고보니보이스피싱이였고ᆢ새마을금고 출자금대출을 받으러갔더니 출자가안되게 막아져있다했습니다 제잘못도 아니고 보이스피싱을 웰컴저축은행직원이라고 맞다고한 김다x직원에게 책임이 있지않습니까?저에게 피해보상을 어느정도 해줘야한다고 생각합니다 제기 웰컴...전체 리뷰어제 개인핸드폰으로 대출전화가왔습니다 웰컴저축은행이라고 하더군요 기존채무를 대환해주겠다고 했어요ᆢ개인핸드폰이라 이상해서 본사에전화해서 핸드폰 전화조회를 요청했습니다 김다x여직원분이 조회해보더니 둔산지점법인핸드폰이라 했습니다 전그걸믿고 그핸드폰분과 통화하고 제정보를 다줬습니다 그리고 연락두절이고 알고보니보이스피싱이였고ᆢ새마을금고 출자금대출을 받으러갔더니 출자가안되게 막아져있다했습니다 제잘못도 아니고 보이스피싱을 웰컴저축은행직원이라고 맞다고한 김다x직원에게 책임이 있지않습니까?저에게 피해보상을 어느정도 해줘야한다고 생각합니다 제기 웰컴저축은행에 보상을 몇번이나 요청해도 죄송하단말뿐 어떤조치도 없습니다 세상에 보이스피싱을 웰컴저축은행이 맞다고 하는 경우가 어디에 있습니까?결과적으로 저는 정보도 유출됀상태고ᆢ 출자금도 제돈인데 못찾고있습니다 ᆢ저에게 어느정도 피해보상 해주세요 방금전화해서는 금전적피해보상은 못해준다고 커피쿠폰하나 보내준다는데 ᆢ지금 장난친세요?,2021년 1월 7일,16,별표 5개 만점에 1개를 받았습니다.
17,Green K,, 입출금 통장 이율이 모두 1.8 이 아님 조건적 이율임. 그 달의 실적에 따라 이율 적용됨. 그냥 쓰게 되면 0.8 이율임 참고하길..,2021년 1월 2일,3,별표 5개 만점에 2개를 받았습니다.
18,Yang Yang,, 전 만족꾸합니다^^ 지금껏 큰 오류가 있어서 곤란했던 적은 없어요~앞으로도 번창해주세요~이자가 좀만더 높았음하는 바램도^^ 해피뉴이어~,2020년 12월 22일,6,별표 5개 만점에 5개를 받았습니다.
19,ynn sgw,, 개인차가 있겠지만 신용도가 낮은 저같은 경우는 여기서 조금이나마 금리가 낮게 나왔어 일부 갈아타고 도움받았네요 중도상환수수료 면제 프로그램도 있어요,2021년 2월 11일,1,별표 5개 만점에 5개를 받았습니다.
20,기쁨,, 타은행보다 이율 높아 적금 끝나면 또다시 적금 시작하게 만드네요. 게다가 사용도 편리하고 체크카드 혜택도 좋고 맘에 들어요. 웰컴디지털뱅크 화이팅입니다~~,2020년 12월 16일,6,별표 5개 만점에 5개를 받았습니다.
21,김현일,," 보통예금(입출금통장) 월마다 이자가 붙는게 신기할 따름이네요 1군 은행권 1년 이자보다 많으니 정말 좋은거 같아요 그리고, 노재팬으로 웰컴은 국내꺼로 알고있어서 더욱 믿음이가네요",2021년 2월 5일,4,별표 5개 만점에 5개를 받았습니다.
22,Erica Cash Cash,," 빠르고, 화면이 심플해서 사용하기 쉬워요 메뉴 검색 기능 추가해주시면 좋을거같아요",2021년 1월 3일,0,별표 5개 만점에 5개를 받았습니다.
23,전화선,, 간단한 클릭으로 많은 정보를 얻을 수 있어 좋아요~~!! 다른 2금융권은 이해하다가 짜증나서 포기;;,2021년 1월 10일,0,별표 5개 만점에 5개를 받았습니다.
24,김용미,, 사용하기 편리하고 무엇보다 이자율이 좋아서 주거래계좌로 사용중입니다 지인들에게도 추천합니다^^,2021년 2월 1일,2,별표 5개 만점에 5개를 받았습니다.
25,&직녀견우,, 비대면 가입시 반복 확인이 번거롭기는하나 비교적 사용이 쉽네요.참고로 67세 사용자입니다,2021년 1월 11일,0,별표 5개 만점에 4개를 받았습니다.
26,Daniel Choi,, 엄청 느림.... 자꾸 앱에다가 덕지덕지붙이지좀말고 그럴거면 다른어플하나를 파세요 진짜 뭐이벤트니하면 송금조차힘듬,2020년 12월 29일,0,별표 5개 만점에 1개를 받았습니다.
27,김대규,, 적금 시작 했습니다. 적은 금액이지만 앞으로 힘찬 도약의 계기가 되기를 바랍니다.,2021년 2월 10일,0,별표 5개 만점에 5개를 받았습니다.
28,MunKyung Jin,, 예적금상품 설명 화면 캡쳐가안되서 불편해요 상품을 친구에게 추천하거나 공유할수없어요,2020년 12월 30일,0,별표 5개 만점에 3개를 받았습니다.
29,신대호,, 원하는 자료를 바로 확인 할 수 있도록 되어있어서 편하게 업무 처리하고 갑니다,2021년 2월 26일,0,별표 5개 만점에 5개를 받았습니다.
30,이지원,, 이율도 높고 비대면거래라 좋음 온라인 적금 종류도 다양함,2021년 1월 31일,0,별표 5개 만점에 5개를 받았습니다.
31,김JY,, 초본데 사용하기 편하고 상담도 친절해요 모바일로 하는게 어색하고 불안했는데 쉽게돼있어 잘쓰고 있어요,2021년 1월 29일,0,별표 5개 만점에 5개를 받았습니다.
32,우파김,, 스크린샷 저장이 안되고 검은색으로만 나오거든요 스샷저장되게 바꿔주세요 ㅠㅠ,2021년 1월 21일,0,별표 5개 만점에 3개를 받았습니다.
33,이가빈,, 가입단계가 복잡하지않고 간편해서 좋네요~,2021년 2월 26일,0,별표 5개 만점에 5개를 받았습니다.
34,Jh Kim,, 자꾸 렉걸리듯이 멈추는데 급한데 이체도못하고 이게뭔가요 진짜짜증나요 왜이런건가요,2021년 1월 18일,1,별표 5개 만점에 1개를 받았습니다.
35,찬새,, 예금과 적금 비대면으로 편리하게 잘 가입했습니다.,2021년 1월 28일,0,별표 5개 만점에 5개를 받았습니다.
36,Gaae Lim,, 좋은데 접속자 많을때 오류가 심해요 뭔놈에 은행거래를 대기하면서까지 해야함ㅜㅜ,2021년 1월 6일,0,별표 5개 만점에 5개를 받았습니다.
37,이순애,, 사용하기진짜편해요.깔끔하고사용자위주의앱이예요.다만기존가입자에게도혜택많은적금출시도많이해주시면더좋겠어요ㅋㅋ,2020년 12월 16일,3,별표 5개 만점에 4개를 받았습니다.
38,권기완,, 1금융권에 못지않은 기능과 컨텐츠..아주 만족함,2021년 1월 18일,1,별표 5개 만점에 5개를 받았습니다.
39,라미모모,, 뭣보담보 시중은행대비 이율이 높아 좋으네요^^ 현격하게 차이가 나는 높은이율 직접 경험해보지 못하면 모르겠죠?? 적금은 물론 예금과 입출금까지 비상금 관리는 월컴 은행. 사용중임,2020년 12월 19일,2,별표 5개 만점에 5개를 받았습니다.
40,현진,, 이체가 왜 안되죠?? 다음화면으로 안넘어가요;;;,2021년 1월 20일,1,별표 5개 만점에 2개를 받았습니다.
41,김대원,, 저축은행답게 금리가 높아서 좋아요^^ 앱 사용하기도 편리해요!!,2021년 1월 11일,0,별표 5개 만점에 5개를 받았습니다.
42,안개비,, 타은행에 비해 빠르고 편리하네요. 추천합니다.,2021년 1월 5일,0,별표 5개 만점에 4개를 받았습니다.
43,김종국,, 들을만한 예금 적금이 많네요 저축은행은 처음인데....웰컴저축은행 괜찮네요^^ 적금은 wellcom,2021년 1월 10일,0,별표 5개 만점에 5개를 받았습니다.
44,이주현,, 인터페이스가 깔끔하고 로딩도 빠른편입니다,2021년 1월 15일,1,별표 5개 만점에 4개를 받았습니다.
45,색종이,, 패턴이 안그려짐 ㅡㅡ 적금만기돼서 해지하려는데 로그인도 못하는,2021년 2월 9일,1,별표 5개 만점에 1개를 받았습니다.
46,푸디탯,, 은행 앱 중 가장 직관적이고 편리함.,2021년 2월 3일,0,별표 5개 만점에 5개를 받았습니다.
47,정민교,, 깔끔하고 장보를 쉽게 볼수있어서 좋습니다.,2021년 1월 21일,0,별표 5개 만점에 5개를 받았습니다.
48,Joomee Park,, 웹 디자인이 쌉박함. 일단 적금이자가 높음.,2021년 1월 29일,0,별표 5개 만점에 5개를 받았습니다.
49,이대열,, 다른 앱에비해 빠르고 오류적음,2021년 2월 27일,0,별표 5개 만점에 5개를 받았습니다.
50,Damien7 K,, 잘사용 중입니다 간편하고 편리한 최고의앱인듯,2021년 1월 22일,0,별표 5개 만점에 5개를 받았습니다.
51,Sung-Won Jung,, 좋아요 일반은행 뱅킹앱보다 훨씬 편합니다.,2021년 1월 6일,1,별표 5개 만점에 5개를 받았습니다.
52,So Ju,, 쓰기편해요 타행이체 수수료 없어서 좋네요,2021년 1월 10일,0,별표 5개 만점에 5개를 받았습니다.
53,SnowSong,, 사용하기 편하고 재미있는 이벤트가 시즌마다 있어서 좋아요,2021년 1월 4일,0,별표 5개 만점에 5개를 받았습니다.
54,방선옥,, 손쉽게 편리하게 이용할수 있어서 좋아요,2021년 1월 20일,0,별표 5개 만점에 5개를 받았습니다.
55,김영란,, 간단하면서 빠르게 가입이되어좋네요,2021년 1월 21일,0,별표 5개 만점에 5개를 받았습니다.
56,이해범,, 복잡하고 더디고 계속 같은 행위? 반복하게하니 가입부터 짜증나서 삼십분잊넘게 걸리네요,2021년 1월 26일,0,별표 5개 만점에 2개를 받았습니다.
57,Sang Keun Jin,, 1금융만 쓰다 금리 때문에 설치했는데 괜찮네요. 불편한 거 1도 없습니다,2021년 2월 15일,0,별표 5개 만점에 4개를 받았습니다.
58,SYoun,, 편리하고 안정적입니다,2021년 2월 10일,0,별표 5개 만점에 5개를 받았습니다.
59,HO Y,, 디지털뱅크라 할만큼 사용이 편리합니다.,2020년 12월 20일,0,별표 5개 만점에 5개를 받았습니다.
60,정똑똑,, 앱사용도 편하고 적금상품 너무 좋아요!!!,2021년 1월 5일,0,별표 5개 만점에 5개를 받았습니다.
61,Soobin Lim,," 시중 금융권 타 저축 상품들과는 감히 비교도 하지 못할 만큼 높은 금리의 우수한 저축 상품들이 많이 있어 좋습니다. 애초에 가입 목적 자체도 이러한 저축 상품들을 이용하기 위해서였는데, 다시 생각해보아도 정말 잘한 선택이라고 생각합니다. 현재 제 1 금융권 저축 상품들 대부분이 연 1%가 채 되지 않는 금리를 제공하고 있으며, 이런 저런 우대 금리 혜택까지 적용한다 하더라도 겨우 2%대의 금리를 보장 받을 뿐입니다. 웰컴디지털뱅크의 경우요? 두 번 설명하면 입이 아플 정도입니다. 상품들만 대충 둘러보아도 답 나옵니다. 앱 인터페이스...전체 리뷰시중 금융권 타 저축 상품들과는 감히 비교도 하지 못할 만큼 높은 금리의 우수한 저축 상품들이 많이 있어 좋습니다. 애초에 가입 목적 자체도 이러한 저축 상품들을 이용하기 위해서였는데, 다시 생각해보아도 정말 잘한 선택이라고 생각합니다. 현재 제 1 금융권 저축 상품들 대부분이 연 1%가 채 되지 않는 금리를 제공하고 있으며, 이런 저런 우대 금리 혜택까지 적용한다 하더라도 겨우 2%대의 금리를 보장 받을 뿐입니다. 웰컴디지털뱅크의 경우요? 두 번 설명하면 입이 아플 정도입니다. 상품들만 대충 둘러보아도 답 나옵니다. 앱 인터페이스도 난해하지 않고 깔끔해 사용이 비교적 편리하고요. 입출금 내역 알림을 포함한 푸시 기능 또한 언제 어디서나, 여느 타 앱들보다도 훨씬 원활하게 잘 작동됩니다. 그리고 그거 아세요? 웰컴디지털뱅크 앱에서는 타 은행 및 카드사에서 유료로만 제공하는 신용도 조회 서비스가 전면 무료입니다! 그 어떤 조건도 묻고 따지지 않아요. 그래서 더욱 최고라고 생각합니다.",2020년 12월 6일,52,별표 5개 만점에 5개를 받았습니다.
62,Lamb young,, 안녕하세요 다른 은행웹 보다는 좀더 시각장애인이 사용하기는 편하지만 그래도 시각장애인이 음성안내 스크린리더의 도움을 받아 패턴 암호 설정시 음성이 패턴 점들을 읽어주지 않고 어렵게 계좌 개설후에 이체시에 이체 비밀번호 6자리를 음성으로 읽어주지 않아 자금 이체시 시각장애인 혼자 하기가 불가능합니다. 또한 시각장애인이 패턴 설정시 매우 어렵습니다. 시각장애인도 사용할수 있도록 웹 개발시 시각장애인이 테스트하여 사용할수 있나 테스트 해보고 출시 하시던가 개발하시는 분이 안대로 눈을 가리고 어플 사용가능여부를 테스트 해보시고 업데이트 해...전체 리뷰안녕하세요 다른 은행웹 보다는 좀더 시각장애인이 사용하기는 편하지만 그래도 시각장애인이 음성안내 스크린리더의 도움을 받아 패턴 암호 설정시 음성이 패턴 점들을 읽어주지 않고 어렵게 계좌 개설후에 이체시에 이체 비밀번호 6자리를 음성으로 읽어주지 않아 자금 이체시 시각장애인 혼자 하기가 불가능합니다. 또한 시각장애인이 패턴 설정시 매우 어렵습니다. 시각장애인도 사용할수 있도록 웹 개발시 시각장애인이 테스트하여 사용할수 있나 테스트 해보고 출시 하시던가 개발하시는 분이 안대로 눈을 가리고 어플 사용가능여부를 테스트 해보시고 업데이트 해주시면 감사하겠습니다. 일단 천신만고 끝에 계좌개설까지 무사히 마치고 지문인식으로 로그인 하니 비교적 사용할만 합니다. 귀사의 번영을 기원드리겠습니다. 감사합니다.,2020년 12월 2일,24,별표 5개 만점에 2개를 받았습니다.
63,Taeuk Kim,, 간편하고 가벼워요. 편해요!,2021년 1월 20일,0,별표 5개 만점에 5개를 받았습니다.
64,안규미,, 비대면시대에 사용하기 편해요,2021년 2월 15일,0,별표 5개 만점에 5개를 받았습니다.
65,멍멍멍,, 비밀번호 5회 틀렸다고 인증센터에서 비밀번호 초기화하라는데 어떻게 하나요,2021년 1월 23일,0,별표 5개 만점에 3개를 받았습니다.
66,고영은,, UI가 사용성이 좋아요 다른 은행앱보다 맘억 듭니다,2020년 12월 28일,0,별표 5개 만점에 4개를 받았습니다.
67,임지형,, 여기 은행에 저금해놨는데.. 일반 병원보다 이자가 높아요 ~~ 많이 이용하세요,2021년 1월 22일,0,별표 5개 만점에 5개를 받았습니다.
68,sin,, 적금 때문에 사용하고 있는데 깔끔하고 보기 좋아요,2020년 12월 15일,0,별표 5개 만점에 5개를 받았습니다.
69,그래서바람내음,, 사용하기 편리하고 상당히 맘에 듭니도,2021년 2월 1일,0,별표 5개 만점에 5개를 받았습니다.
70,신재철,, 좋아라.. 금리도 다른곳에비해 높고.. 웰컴 화이링!!,2021년 1월 6일,0,별표 5개 만점에 5개를 받았습니다.
71,이창건,, 사용자 이용이 편리합니다.,2021년 2월 4일,0,별표 5개 만점에 5개를 받았습니다.
72,Y J K,, 사용하기 편리한 꼭~필요한 금융앱입니다.,2021년 1월 11일,1,별표 5개 만점에 5개를 받았습니다.
73,유러블리,, 깔끔하고 사용하기 편리하네요,2021년 2월 5일,0,별표 5개 만점에 5개를 받았습니다.
74,김영인,, 편리하고 안전한 앱 노력에 감동 쭉쭉쭉 성장,2021년 1월 15일,0,별표 5개 만점에 4개를 받았습니다.
75,김소자,, 처음 사용하는데도 어렵지 않고 편합니다,2021년 2월 16일,0,별표 5개 만점에 5개를 받았습니다.
76,오병원,, 알기쉽게 되어있어 유용하게 이용하고 있습니다.,2021년 1월 16일,0,별표 5개 만점에 5개를 받았습니다.
77,최선호,, 입출금 알림 잘 뜨고 이율도 좋고,2021년 2월 17일,0,별표 5개 만점에 5개를 받았습니다.
78,마린,, 버벅거림이나 멈춤현상도 없고 지금까지 이무런 문제없이 사용하고 있어요. 사용상 어느때고 문제가없이 사용할수있다면 은행앱 사용상 최적이지 않나 싶어요. 개인적으로는 로그인시 지문이나 패턴외에 공인인증서로도 로그인이되게끔 했음 더좋겠어요. (쉽게 지문으로 평상시에는 이용을하지만 가끔은 공인인증서로 로그인을 해야할때가 있어서요.) 만족합니다.,2020년 10월 19일,56,별표 5개 만점에 4개를 받았습니다.
79,여주용,," 좋은상품, 많아요",2021년 2월 7일,0,별표 5개 만점에 4개를 받았습니다.
80,임환,, 깔끔하고 사용하기 편리합니다.,2021년 2월 18일,0,별표 5개 만점에 5개를 받았습니다.
81,김순덕,, 좋은상품있는지몰라는데 참좋은데요,2021년 1월 23일,0,별표 5개 만점에 4개를 받았습니다.
82,이인하,, 이체를 하려하는데 모바일은 접속량이 많아 잠시후이용하랍니다. Pc홈페이지는 화면실행중오류라고 접속이 안됩니다. 고객센터는 통화만하면 정상적으로 등록이 안됐습니다. 이러면 어떻해야 되나요? 이체를 해줘야 하는데.. 난감합니다.,2020년 11월 16일,19,별표 5개 만점에 1개를 받았습니다.
83,사고뭉치,, 빠르고 간편 하네요,2021년 2월 15일,0,별표 5개 만점에 5개를 받았습니다.
84,70랜선맘,, 사용이 간편해요 편해요,2021년 1월 31일,0,별표 5개 만점에 5개를 받았습니다.
85,최윤주,, 앱을 사용할수가 없어요. 무슨 개발자옵션에 들어가서 usb디버깅을 설정하라는데 아무리 찾아봐도 모르겠거든요. 좀더 상세한 설명을 주던가 링크를 걸어서 설정창으로 넘어갈수있게 해주던가 어떻게 사용하라는건지 답답합니다.,2020년 11월 12일,17,별표 5개 만점에 1개를 받았습니다.
86,성화신,, 그냥 편해요.. 자유통장중 이자도 제일 좋구요.. 그중 제일은 오케이 캐쉬백점수를 1점도 통장에 넣을수 있다는거~!! 2년 잔돈적금에 넣어야하는거지만.. 그래도 바로 현금으로 바꿀수 있는게 어딥니까^^ 아 근데 무통장편의점 atm출금.. 저에겐 신세계였어요..ㅋㅋ;;,2020년 11월 19일,14,별표 5개 만점에 5개를 받았습니다.
87,Dae Soon Hwang,, 솔직히 1금융권 메이저 은행 어플보다 훨씬 편하고 반응도 빠르고 좋습니다!,2020년 12월 12일,1,별표 5개 만점에 5개를 받았습니다.
88,INAE HWANG,, 불편함없이 잘사용중입니다,2021년 1월 18일,0,별표 5개 만점에 5개를 받았습니다.
