,author,developer_reply,review,review_date,reviewer_ratings,star
10,HYUNA KIM,"<div class=""LVQB0b""><div class=""QoPmEb""></div><div><span class=""X43Kjb"">웰컴 저축은행</span><span class=""p2TkOb"">2021년 6월 11일</span></div>HYUNA KIM님, 안녕하세요. 웰컴저축은행입니다. 웰컴디지털뱅크를 사용하면서 느끼신 소중한 의견을 남겨주셔서 감사합니다. 인증 과정에서 생긴 오류 현상으로 서비스 이용에 불편을 드려 죄송합니다. 남겨주신 의견을 바탕으로 원인을 파악하고 조치하였습니다. 현재는 조치되어 정상적으로 이용 가능하십니다. 앱 재접속 후에도 동일한 증상이 계속된다면, 번거로우시더라도 웰컴저축은행 대표번호 1661-9400 (영업일 09:00 ~ 18:00)로 연락 부탁드립니다. 문의하신 내용에 대해 친절하고 자세한 안내 받아보실 수 있습니다. 감사합니다.</div>"," 6월10일 오후9시기준으로 신분증인증후 1원인증 하게될경우 시스템오류가발생했습니다 팝업이떠서 사용을못하고있는상황입니다. 당장필요하니 바로조치해주세요. 사용한 메뉴는 이체한도증액, 계좌비밀번호오류횟수 초기화입니다. 초기화하는데 지금 통장금액을 전혀사용하고있지못합니다. 영업점방문이불가하니 바로조치해주세요 장애상황입니다",2021년 6월 10일,25,별표 5개 만점에 1개를 받았습니다.
11,by grace,"<div class=""LVQB0b""><div class=""QoPmEb""></div><div><span class=""X43Kjb"">웰컴 저축은행</span><span class=""p2TkOb"">2021년 6월 22일</span></div>by grace님, 안녕하세요. 웰컴저축은행입니다. 웰컴디지털뱅크를 사용하면서 느끼신 소중한 의견을 남겨주셔서 감사합니다. 앞으로도 고객님께 안전한 뱅킹 서비스와 더 많은 혜택을 드리도록 최선을 다하는 웰컴저축은행이 되겠습니다. 감사합니다.</div>"," 앱사용도 편리하고, 서류관련업무도 빠르게 처리해 줘서 좋아요.",2021년 6월 20일,0,별표 5개 만점에 5개를 받았습니다.
12,김파인애플피자,"<div class=""LVQB0b""><div class=""QoPmEb""></div><div><span class=""X43Kjb"">웰컴 저축은행</span><span class=""p2TkOb"">2021년 6월 22일</span></div>김파인애플피자님, 안녕하세요. 웰컴저축은행입니다. 웰컴디지털뱅크를 사용하면서 느끼신 소중한 의견을 남겨주셔서 감사합니다. 남겨주신 의견을 바탕으로 원인을 파악하고 조치 중이며, 빠르면 금일 중 개선사항이 반영 된 앱 버젼 업데이트가 가능할 것으로 보입니다. 빠른 시일 내 보다 더 편리하게 이용하실 수 있도록 모든 노력을 기울이겠습니다. 감사합니다.</div>", 별한개도 아쉬운 개 쓰레기 어플 계좌하나 만드는게 이렇게 어려운일인줄 처음 알았다 신분증 인증단계에서 열번은 튕긴듯,2021년 6월 21일,1,별표 5개 만점에 1개를 받았습니다.
13,mi mi,"<div class=""LVQB0b""><div class=""QoPmEb""></div><div><span class=""X43Kjb"">웰컴 저축은행</span><span class=""p2TkOb"">2021년 6월 1일</span></div>mi mi님, 안녕하세요. 웰컴저축은행입니다. 먼저 이용에 불편을 드려 죄송합니다. 리뷰에 남겨주신 내용만으로는 고객님께서어느 단계에서 어려움을 겪으셨는지 파악하기 어려워 답변에 어려움이 있는 점 양해 바랍니다. 메뉴 하단에 있는 마이뱅킹 메뉴 외에 홈, 상품몰, 라이프 등의 다른 메뉴도 클릭이 안 되시는지요? 전체 메뉴(≡) &gt; 로그인해주세요 버튼을 누르셨을 때에도 로그인 진행이 안 되시는 부분이 맞으시다면 번거로우시더라도 웰컴저축은행 대표번호 1661-9400 (영업일 09:00 ~ 18:00)로 연락 부탁드립니다. 문의하신 내용에 대해 친절하고 자세한 안내 받아보실 수 있습니다. 감사합니다.</div>", 계좌개설 힘들게 한 것도 별로였는데.. 왜 어플 들어가면 하단에 마이뱅킹이라는 메뉴 자체가 안눌리고 로그인 버튼 자체가 안눌리나요... 이정도면 어플에 문제 있는거 아니에요? 계좌에 50만원 정도 이체까지 해놨는데.. 왜 제가 제 계좌정보를 못보나요,2021년 5월 31일,49,별표 5개 만점에 1개를 받았습니다.
14,최윤선,"<div class=""LVQB0b""><div class=""QoPmEb""></div><div><span class=""X43Kjb"">웰컴 저축은행</span><span class=""p2TkOb"">2021년 6월 11일</span></div>최윤선님, 안녕하세요. 웰컴저축은행입니다. 웰컴디지털뱅크를 사용하면서 느끼신 소중한 의견을 남겨주셔서 감사합니다. 인증 과정에서 생긴 오류 현상으로 서비스 이용에 불편을 드려 죄송합니다. 남겨주신 의견을 바탕으로 원인을 파악하고 조치하였습니다. 현재는 조치되어 정상적으로 이용 가능하십니다. 앱 재접속 후에도 동일한 증상이 계속된다면, 번거로우시더라도 웰컴저축은행 대표번호 1661-9400 (영업일 09:00 ~ 18:00)로 연락 부탁드립니다. 문의하신 내용에 대해 친절하고 자세한 안내 받아보실 수 있습니다. 감사합니다.</div>", 보통예금 신규계좌 개설을 하려고 필수항목 모두다 입력후 핸드폰 인증후 신분증 인증하고 은행계좌 인증까지 한후에 시스템 오류라고 떠서 하는수 없이 처음부터 다시 핸폰인증과 신분증 인증.은행계좌인증 이렇게 했는데 또 시스템 오류가... 4회나 반복했어요 근데 또 시스템 오류 시간도 많이 들고 날씨도 덥고 슬슬 짜증이 급상승입니다. 결국 시스템 오류 메시지가 뜹니다. 계좌개설후 적금가입하려고 하는데 개설이 안됩니다. 시스템 오류 해결해주세요,2021년 6월 10일,18,별표 5개 만점에 1개를 받았습니다.
15,So hee Jang,"<div class=""LVQB0b""><div class=""QoPmEb""></div><div><span class=""X43Kjb"">웰컴 저축은행</span><span class=""p2TkOb"">2021년 6월 25일</span></div>So hee Jang님, 안녕하세요. 웰컴저축은행입니다. 웰컴디지털뱅크를 사용하면서 느끼신 소중한 의견을 남겨주셔서 감사합니다. 앞으로도 고객님께 안전한 뱅킹 서비스와 더 많은 혜택을 드리도록 최선을 다하는 웰컴저축은행이 되겠습니다. 감사합니다.</div>", 계좌조회하면 만기표시가되어있어 편리함 전체적으로 편안한느낌이듭니다.,2021년 6월 25일,1,별표 5개 만점에 5개를 받았습니다.
16,박광수,"<div class=""LVQB0b""><div class=""QoPmEb""></div><div><span class=""X43Kjb"">웰컴 저축은행</span><span class=""p2TkOb"">2021년 5월 28일</span></div>박광수님, 안녕하세요. 웰컴저축은행입니다. 웰컴디지털뱅크를 사용하면서 느끼신 소중한 의견을 남겨주셔서 감사합니다. 박광수님께 실망감을 드려 정말 죄송합니다. 더욱 분발하여 안전한 뱅킹 서비스와 더 많은 혜택을 드리도록 최선을 다하겠습니다. 이용 중에 불편하신 사항이나 궁금하신 점은 웰컴저축은행 대표번호 1661-9400 (영업일 09:00 ~ 18:00)로 연락 부탁드립니다. 문의하신 내용에 대해 친절하고 자세한 안내 받아보실 수 있습니다. 감사합니다.</div>", 뭐 이런 어플이 있나요 계좌개설하려는데 몇시간걸리고 심지어 개설도 못했습니다. 설명하기도 길지만 굳이 도움주자고 어디 부분부터가 문젠지 말하기도 싫네요. 어플하나 구동못하는 은행에 돈 맡겨야하나 신뢰도 자체가 떨어져서 이런 삼류는 그냥 쳐다도 보지말아야 겠습니다.,2021년 5월 28일,29,별표 5개 만점에 1개를 받았습니다.
17,최재석,, 드러워서 계좌 안만듭니다 얼어죽을 신분증 촬영을 20번을 넘게했네 완전 선명히 나와도 다시 하라그러고 ㅋ 딴대는 다했었는데 드러워서 안만듭니다,2021년 6월 26일,1,별표 5개 만점에 1개를 받았습니다.
18,jieun kim,"<div class=""LVQB0b""><div class=""QoPmEb""></div><div><span class=""X43Kjb"">웰컴 저축은행</span><span class=""p2TkOb"">2021년 4월 5일</span></div>jieun kim님, 안녕하세요. 웰컴디지털뱅크입니다.
웰컴디지털뱅크를 사용하면서 느끼신 소중한 의견을 남겨주셔서 감사합니다.
먼저 이용에 불편을 드려 죄송합니다.
다만 말씀해주신 내용만으로는 어떠한 상황에서 불편함을 겪으셨는지 확인이 어렵습니다.
앱 재접속 후에도 동일한 증상이 계속된다면,
번거로우시더라도 대표 상담 번호 1661-9400 (영업일 09:00 ~ 18:00)로 연락 부탁드립니다.
문의하신 내용에 대해 친절하고 자세한 안내 받아보실 수 있습니다.
감사합니다.</div>", 로그인이버튼을 눌러도 나오지 않아 다음으로 진행이 되지않아요. 다른화면전환도 예전보다 많이 느려지고 일단 로그인부터 되지않아 은행일을 볼 수 없는데 저만 그런게 아닌가봐요 다른분 리뷰보니... 해결법이 있을까요? 잘쓰던 앱인데 바뀌고 못들어가고있어요.도움바랍니다 -빠른도움감사합니다- 어플삭제 후 (혹시모를 폰 종료 및 재부팅후에) 어플을 다시 깔고 처음부터 새로 했을때 정상작동되었습니다.,2021년 4월 6일,55,별표 5개 만점에 5개를 받았습니다.
19,임명희,"<div class=""LVQB0b""><div class=""QoPmEb""></div><div><span class=""X43Kjb"">웰컴 저축은행</span><span class=""p2TkOb"">2021년 6월 22일</span></div>임명희님, 안녕하세요. 웰컴저축은행입니다. 웰컴디지털뱅크를 사용하면서 느끼신 소중한 의견을 남겨주셔서 감사합니다. 남겨주신 의견을 바탕으로 원인을 파악하고 조치 중이며, 빠르면 금일 중 개선사항이 반영 된 앱 버젼 업데이트가 가능할 것으로 보입니다. 빠른 시일 내 보다 더 편리하게 이용하실 수 있도록 모든 노력을 기울이겠습니다. 감사합니다.</div>", 적금하나 만들려고 했더니 신분증촬영하는데서 자꾸 튕기네요 인증만 열번정도한듯 ...그냥 포기요,2021년 6월 21일,1,별표 5개 만점에 1개를 받았습니다.
20,옵을잘하는초딩,"<div class=""LVQB0b""><div class=""QoPmEb""></div><div><span class=""X43Kjb"">웰컴 저축은행</span><span class=""p2TkOb"">2021년 5월 18일</span></div>옵을잘하는초딩님, 안녕하세요. 웰컴저축은행입니다. 웰컴디지털뱅크를 사용하면서 느끼신 소중한 의견을 남겨주셔서 감사합니다. 로그인 중 패턴이 보이는 부분에 불편함을 느끼셨다면, 아래 메뉴에서 패턴 경로가 보이지 않도록 설정할 수 있습니다.
'전체메뉴(≡) &gt; (최하단) 앱설정 &gt; 로그인 수단 변경 &gt; 패턴 선 숨기기'
혹은 '앱설정 &gt; 지문/Face ID'에 지문을 등록하신 후 로그인하실 수 있습니다.
앞으로도 고객님께 안전한 뱅킹 서비스와 더 많은 혜택을 드리도록 최선을 다하는 웰컴저축은행이 되겠습니다. 감사합니다.</div>", 잘사용하고 있어요 다만 어플이 느리다는것과(살짝) 패턴으로 로그인시 너무 큰화면으로 보이고 로딩하는 모습으로 타인에게 패턴이 유출되는점이 단점입니다. 실제로 패턴으로 로그인중 로딩중일때 회사 동료가 제뒤로 지나가면서 어?패던이 너무 쉽네? 라고 해서 놀랐어요...이점은 고쳐주셨으면 좋겠어요,2021년 5월 17일,34,별표 5개 만점에 4개를 받았습니다.
21,dongho1596,"<div class=""LVQB0b""><div class=""QoPmEb""></div><div><span class=""X43Kjb"">웰컴 저축은행</span><span class=""p2TkOb"">2021년 6월 2일</span></div>dongho1596님, 안녕하세요. 웰컴저축은행입니다. 웰컴디지털뱅크를 사용하면서 느끼신 소중한 의견을 남겨주셔서 감사합니다. 말씀주신 디버깅 모드에 관한 의견 서비스에 반영할 수 있도록 유관부서를 통해 검토 요청드리도록 하겠습니다. 안전한 뱅킹 서비스와 혜택을 드릴 수 있도록 최선을 다하는 웰컴저축은행이 되겠습니다. 앱 사용 중 불편한 점이나 문의사항이 있으실 경우 웰컴저축은행 대표번호 1661-9400 (영업일 09:00 ~ 18:00)으로 연락 부탁드립니다. 감사합니다.</div>", 안드로이드 앱 개발자인데 고작 디버깅 모드 켜져있다고 실행 안되는건 무슨 논리인지 잘 모르겠습니다. 대부분의 1금융권 어플들은 다 실행허용인데 usb디버깅 한다고 키 없으면 데이터 못 가져오는건 매한가지인 상태를 왜 금지하는지 모르겠습니다. 앱 개발자는 매번 번거롭게 써야하나요? 수정 부탁드립니다,2021년 6월 1일,8,별표 5개 만점에 1개를 받았습니다.
22,나를 위한,"<div class=""LVQB0b""><div class=""QoPmEb""></div><div><span class=""X43Kjb"">웰컴 저축은행</span><span class=""p2TkOb"">2021년 6월 8일</span></div>나를 위한님, 안녕하세요. 웰컴저축은행입니다. 웰컴디지털뱅크를 사용하면서 느끼신 소중한 의견을 남겨주셔서 감사합니다. 먼저 이용에 불편을 드려 죄송합니다. 웰컴저축은행은 더 나은 서비스를 만들기 위해 힘쓰고 있습니다. 빠른 시일 내 보다 더 편리하게 이용하실 수 있도록 모든 노력을 기울이겠습니다. 앱 재설치 후에도 동일한 현상이 반복된다면, 정확한 확인을 위해 웰컴저축은행 대표번호 1661-9400 (평일 09:00 ~ 18:00)로 연락 부탁드립니다. 문의하신 내용에 대해 친절하고 자세한 안내 받아보실 수 있습니다. 고객님의 너그러운 양해 부탁드립니다. 감사합니다.</div>", 앱 업데이트 후 오류 있네요. 들어가면 로그인 버튼 안 눌리고 마이앱 버튼 안 눌리고요. 페이 눌러서 패턴 입력해야 들어가지네요. 다른 버튼은 되는데 말이죠. 아래 댓글도 같은 오류가 있던데 아직 개선 안된 모양입니다. 갤럭시 10플러스 쓰고 있습니다. 혹시 저같은 오류 있으신 분은 페이 눌러 들어가보세요.,2021년 6월 6일,13,별표 5개 만점에 1개를 받았습니다.
23,lumi낼,"<div class=""LVQB0b""><div class=""QoPmEb""></div><div><span class=""X43Kjb"">웰컴 저축은행</span><span class=""p2TkOb"">2021년 4월 19일</span></div>lumi낼님, 안녕하세요. 웰컴저축은행입니다. 먼저 이용에 불편을 드려 죄송합니다. 먼저,리뷰에 남겨주신 내용만으로는 고객님께서 로그인 진행 중 어느 단계에서 어려움을 겪으셨는지 파악하기 어려워 답변에 어려움이 있는 점 양해 바랍니다. 번거로우시더라도 웰컴저축은행 대표번호 1661-9400 (영업일 09:00 ~ 18:00)으로 연락주시면 문의하신 내용에 대해 친절하고 자세한 안내 받아보실 수 있습니다. 감사합니다.</div>"," 로그인이 안된다구요~~~ 로.그.인.만. 안된다구요~~~ ㅡㅡ바로 밑 다른 리뷰들좀 봐요 이런증상 생긴지 며칠됐는데, 답변수준ㅋㅋㅋㅋ 왜그런지 모르게써요~^^ 이러고있네.. 어플자체먹통이면 또 모를까 로그인만 안되게 해놓은거 넘 웃기지않아요? 돈 빼가지 말라는거지 ㅋ 어휴 이번적금만기되면 손절해야지 ㅡㅡ",2021년 4월 19일,31,별표 5개 만점에 1개를 받았습니다.
24,임유경,"<div class=""LVQB0b""><div class=""QoPmEb""></div><div><span class=""X43Kjb"">웰컴 저축은행</span><span class=""p2TkOb"">2021년 6월 8일</span></div>임유경님, 안녕하세요. 웰컴저축은행입니다. 웰컴디지털뱅크를 사용하면서 느끼신 소중한 의견을 남겨주셔서 감사합니다. 리뷰에 남겨주신 내용만으로는 고객님께서 로그인 진행 중 어느 단계에서 어려움을 겪으셨는지 파악하기 어려워 답변에 어려움이 있는 점 양해 바랍니다.번거로우시더라도 웰컴저축은행 대표번호 1661-9400 (영업일 09:00 ~ 18:00)으로 연락주시면 문의하신 내용에 대해 친절하고 자세한 안내 받아보실 수 있습니다. 감사합니다.</div>"," 앱 이용한지 몇개월 지났는데 최근에 로그인이 잘 안됩니다. 홈에서 로그인하기를 눌러도 그 이후 진행이 안되고, 기타 다른 화면도 느리게 뜨는데 앱 자체의 문제인건가요?",2021년 6월 6일,12,별표 5개 만점에 2개를 받았습니다.
25,지원,"<div class=""LVQB0b""><div class=""QoPmEb""></div><div><span class=""X43Kjb"">웰컴 저축은행</span><span class=""p2TkOb"">2021년 3월 31일</span></div>지원님, 안녕하세요. 웰컴저축은행입니다. 리뷰에 남겨주신 내용만으로는 고객님께서 로그인 진행 중 어느 단계에서 어려움을 겪으셨는지 파악하기 어려워 답변에 어려움이 있는 점 양해 바랍니다. 하단 탭의 두번째 ￦ 버튼을 눌렀을 때에도 로그인이 안 되고 동일한 증상이 계속된다면, 번거로우시더라도 웰컴저축은행 대표번호 1661-9400 (영업일 09:00 ~ 18:00)로 연락 부탁드립니다. 문의하신 내용에 대해 친절하고 자세한 안내 받아보실 수 있습니다. 감사합니다.</div>", 업데이트 하고 전 완전 별로예요 ㅜ 일단 앱 홈화면이 안 뜨고 렉 엄청 걸리고 로그인은 어떻게 하는지도 모르겠어요.. (로그인 하세요> 버튼 누르면 아무것도 안 뜹니다..) 좋다는 평 많아서 의아하네요 ㅠ 디자인만 깔끔해졌지 나머진 별로예요..,2021년 3월 31일,24,별표 5개 만점에 1개를 받았습니다.
26,쑥떡,"<div class=""LVQB0b""><div class=""QoPmEb""></div><div><span class=""X43Kjb"">웰컴 저축은행</span><span class=""p2TkOb"">2021년 4월 12일</span></div>쑥떡님, 안녕하세요. 웰컴저축은행입니다. 리뷰에 남겨주신 내용만으로는 고객님께서 인증 진행 중 어느 단계에서 어려움을 겪으셨는지 파악하기 어려워 답변에 어려움이 있는 점 양해 바랍니다. 번거로우시더라도 웰컴저축은행 대표번호 1661-9400 (영업일 09:00 ~ 18:00)으로 연락주시면 문의하신 내용에 대해 친절하고 자세한 안내 받아보실 수 있습니다. 감사합니다.</div>", 인증을 잘못합니다. 계속 오류 나는데 어떻게 하면 될까요? 급합니다. 빨리 피드백 주셨으면합니다. 시스템 오류가 있다고 계속 인증번호 6자리 입력하면 다음단계 진행이 안됩니다. 힘드네요 ㅠㅠ 이미 30만원 입금을 시켜놓은 상태라 취소할 수도 없고,2021년 4월 10일,20,별표 5개 만점에 1개를 받았습니다.
27,레몬트리,"<div class=""LVQB0b""><div class=""QoPmEb""></div><div><span class=""X43Kjb"">웰컴 저축은행</span><span class=""p2TkOb"">2021년 4월 20일</span></div>배아영님, 안녕하세요? 웰컴저축은행입니다. 먼저 이용에 불편을 드려 죄송합니다. 리뷰에 남겨주신 내용만으로는 고객님께서 로그인 진행 중 어느 단계에서 어려움을 겪으셨는지 파악하기 어려워 답변에 어려움이 있는 점 양해 바랍니다. 앱을 완전히 종료 후 네트워크 환경(LTE, 와이파이 등)을 확인하신 이후에도 동일한 증상이 발생하신다면, 번거로우시더라도 웰컴저축은행 대표 상담 번호 1661-9400 (영업일 09:00 ~ 18:00)로 연락 부탁드립니다. 문의하신 내용에 대해 친절하고 자세한 안내 받아보실 수 있습니다. 감사합니다.</div>", 처음 화면 시작시 지문인증 하는데 지문 창이 안뜨고 겨우 지문인증해서 들어가면 메인화면 나오고 멀 눌러고 작동을 안해요. 이건 사용을 하란건지 말란건지. 이체할거 있는데 작동을 안합니다. 은행을 바꿔야 하려나봐요. 하하 삭제하고 다시 설치하니 하얀 빈화면만 뜨네요. 테스트 안했나 아님 개발자가 안티인가,2021년 4월 20일,27,별표 5개 만점에 1개를 받았습니다.
