,author,developer_reply,review,review_date,reviewer_ratings,star
28,KIM J,"<div class=""LVQB0b""><div class=""QoPmEb""></div><div><span class=""X43Kjb"">웰컴 저축은행</span><span class=""p2TkOb"">2021년 5월 20일</span></div>KIM J님 안녕하세요, 웰컴저축은행입니다. 불편을 드려 죄송합니다. PC를 통해서만 타행 공동인증서 인증이 가능 하며, 보안을 위해 중복 로그인을 허용하지 않아, PC와 앱 모두 로그인이 불가한 점 너그러운 양해 부탁드립니다. 타행 공동인증서 등록은 로그인과 관련 없이 아래 메뉴에서 진행하실 수 있습니다.
※ 인터넷뱅킹&gt;로그인&gt;공동인증서 로그인&gt;타기관 인증서 등록
기타 자세한 내용은 대표 번호 1661-9400 (영업일 09:00 ~ 18:00)로 연락 부탁드립니다. 문의하신 내용에 대해 친절하고 자세한 안내 받아보실 수 있습니다. 감사합니다.</div>", 다 좋고 파킹통장도 이자 많이 주는데 공동인증서 등록이 진짜 저세상 난이도입니다. 요새 다 폰으로 하는데 컴퓨터로만 인증서 등록이 돼서 타행등록할려면 타행앱>타행pc>웰컴pc>웰컴앱 이 순으로 가져와야 돼요. 은행2개 온갖 보안프로그램 다 설치해야 되고 매년 공동인증서 갱신할때마다 이거땜에 앱 지울까 열번씩 고민합니다. 그리고 pc인증서 가져와야돼서 앱컴 둘다 로그인 필요한데 왜 폰번호로 pc로그인하면 앱 세션이 풀리나요....,2021년 5월 18일,31,별표 5개 만점에 3개를 받았습니다.
29,이세은,"<div class=""LVQB0b""><div class=""QoPmEb""></div><div><span class=""X43Kjb"">웰컴 저축은행</span><span class=""p2TkOb"">2021년 6월 17일</span></div>이세은님, 안녕하세요. 웰컴저축은행입니다. 리뷰에 남겨주신 내용만으로는 고객님께서 어느 단계에서 어려움을 겪으셨는지 파악하기 어려워 답변에 어려움이 있는 점 양해 바랍니다. 거래 내역 조회 관련하여 현재는 정상적으로 조회가 가능하십니다. 일시적으로 일어난 현상으로, 앱을 완전히 종료 후 재시도 하셨을 경우에도 동일한 현상이 반복되신다면 웰컴저축은행 대표번호 1661-9400 (영업일 09:00 ~ 18:00)으로 연락부탁드립니다. 문의하신 내용에 대해 친절하고 자세한 안내 받아보실 수 있습니다. 감사합니다.</div>", 계좌를 보려고 들어갔는데 시스템 오류라고 하네요.. 개선필요할 것 같습니다.,2021년 6월 17일,0,별표 5개 만점에 1개를 받았습니다.
30,노랑,"<div class=""LVQB0b""><div class=""QoPmEb""></div><div><span class=""X43Kjb"">웰컴 저축은행</span><span class=""p2TkOb"">2021년 4월 7일</span></div>lime yee님, 안녕하세요. 웰컴디지털뱅크입니다. 웰컴디지털뱅크를 사용하면서 느끼신 소중한 의견을 남겨주셔서 감사합니다. 먼저 이용에 불편을 드려 죄송합니다. 신분증의 경우 빛이 반사되는 경우, 어두운 배경이 아닌 경우에 숫자 인식이 정상적으로 되지 않을 수 있습니다. 너무 밝지 않은 장소, 어두운 배경에서 신분증을 놓고 촬영 부탁드립니다. 위와 같이 진행하여도 동일한 증상이 계속된다면, 정확한 상황 확인을 위하여 번거로우시더라도 대표 상담 번호 1661-9400 (영업일 09:00 ~ 18:00)로 연락 부탁드립니다. 문의하신 내용에 대해 친절하고 자세한 안내 받아보실 수 있습니다. 감사합니다.</div>", 가입이 안됩니다. 신분증 정보 입력하는데 면허번호란에 숫자가 안적혀서보니 공란 두칸이 입력되어서 일일이 지우는것도 귀찮았는데 정정도 안되는 주민등록번호 뒷자리가 틀렸다고 느낌표만 띄우고 진행이 안되네요. 몇번이나 사진 다시 찍었다가 적었다가.. 짜증나서 어플 삭제합니다.,2021년 4월 7일,13,별표 5개 만점에 1개를 받았습니다.
31,유광남,"<div class=""LVQB0b""><div class=""QoPmEb""></div><div><span class=""X43Kjb"">웰컴 저축은행</span><span class=""p2TkOb"">2021년 6월 9일</span></div>유광남님, 안녕하세요. 웰컴저축은행입니다. 웰컴디지털뱅크를 사용하면서 느끼신 소중한 의견을 남겨주셔서 감사합니다. 앞으로도 고객님께 안전한 뱅킹 서비스와 더 많은 혜택을 드리도록 최선을 다하는 웰컴저축은행이 되겠습니다. 감사합니다.</div>", 우대조건 확인하기가 있어서 좋습니다. 우대조건에 부합하도록 알게되어 그 조건에 맞도록 노력하게 됩니다. 그래서 다른 은행들보다 높은 이자수입을 기대하게 됩니다.,2021년 6월 8일,7,별표 5개 만점에 5개를 받았습니다.
32,한승혜,"<div class=""LVQB0b""><div class=""QoPmEb""></div><div><span class=""X43Kjb"">웰컴 저축은행</span><span class=""p2TkOb"">2021년 6월 1일</span></div>한승혜님, 안녕하세요. 웰컴저축은행입니다. 웰컴디지털뱅크를 사용하시면서 느끼신 소중한 의견을 남겨주셔서 감사합니다. 문의주신 내용만으로는 고객님께서 어느 단계에서 어려움을 겪으셨는지 파악하기 어려워 답변에 어려움이 있는 점 양해 바랍니다. 이체 시 계좌서랍, 즐겨찾기에 등록된 계좌 모두 별칭이 해제되어 있으신가요? 확인을 위해 번거로우시더라도 웰컴저축은행 대표번호 1661-9400 (영업일 09:00 ~ 18:00)로 연락 부탁드립니다. 문의하신 내용에 대해 친절하고 자세한 안내 받아보실 수 있습니다. 감사합니다.</div>", 전에는 이체하기 할때 뜨는 즐겨찾기 계좌에 별칭이 나타났었는데 언젠가부터 별칭이 없어졌어요. 이체관리에 들어가면 별칭은 그대로 있어요. 그런데 이체하기 할때 안나타나면 무슨소용... 너무 불편해졌어요,2021년 6월 1일,4,별표 5개 만점에 2개를 받았습니다.
33,박세미,"<div class=""LVQB0b""><div class=""QoPmEb""></div><div><span class=""X43Kjb"">웰컴 저축은행</span><span class=""p2TkOb"">2021년 3월 30일</span></div>박세미님, 안녕하세요. 웰컴디지털뱅크입니다. 웰컴디지털뱅크를 사용하면서 느끼신 소중한 의견을 남겨주셔서 감사합니다. 앞으로도 고객님께 안전한 뱅킹 서비스와 더 많은 혜택을 드리도록 최선을 다하는 웰컴디지털뱅크가 되겠습니다. 감사합니다.</div>", 업무특성상 다양한 금융어플을 많이 이용하는데 로그인이 간편해서 좋구요 정기적금이나 대출을 한번에 알아볼수있게 정리되어있어서 더더욱 편리하고 좋은거같아요 앞으로도 쭈욱 이용할 생각입니다🙂,2021년 3월 30일,9,별표 5개 만점에 5개를 받았습니다.
34,Sangkeun Kim,"<div class=""LVQB0b""><div class=""QoPmEb""></div><div><span class=""X43Kjb"">웰컴 저축은행</span><span class=""p2TkOb"">2021년 5월 14일</span></div>Sangkeun Kim님, 안녕하세요. 웰컴디지털뱅크를 사용하면서 느끼신 소중한 의견을 남겨주셔서 감사합니다. 말씀주신 업데이트 시 스토어로 보내는 의견 서비스에 반영할 수 있도록 내부에 의견 전달하도록 하겠습니다. 안전한 뱅킹 서비스와 혜택을 드릴 수 있도록 최선을 다하는 웰컴저축은행이 되겠습니다. 앱 사용 중 불편한 점이나 문의사항이 있으실 경우 웰컴저축은행 대표번호 1661-9400 (영업일 09:00 ~ 18:00)으로 연락 부탁드립니다. 감사합니다.</div>"," 평소 잘 쓰고 있고 빠릿해서 좋아요 근데 오늘 오픈뱅킹 이벤트라 참여하려하니 최신버전 아니라해서 앱설정갔더니 또 최신이라고 나와서 불가, 그래서 굳이 구글플레이 찾아와서 업데이트 버튼 눌러했네요. 앱에서도 최신버전 체크되어 바로 이동가능해야 사람들이 많이 참여할 것 같아요",2021년 5월 13일,35,별표 5개 만점에 4개를 받았습니다.
35,young hyun Lee,"<div class=""LVQB0b""><div class=""QoPmEb""></div><div><span class=""X43Kjb"">웰컴 저축은행</span><span class=""p2TkOb"">2021년 6월 22일</span></div>young hyun Lee님, 안녕하세요. 웰컴저축은행입니다. 웰컴디지털뱅크를 사용하면서 느끼신 소중한 의견을 남겨주셔서 감사합니다. 남겨주신 의견을 바탕으로 원인을 파악하고 조치 중이며, 빠르면 금일 중 개선사항이 반영 된 앱 버젼 업데이트가 가능할 것으로 보입니다. 빠른 시일 내 보다 더 편리하게 이용하실 수 있도록 모든 노력을 기울이겠습니다. 감사합니다.</div>", 가입이 안되.. 시스템 오류로 가입이 안돼.. 왜 만들었니.. ㅜ,2021년 6월 21일,0,별표 5개 만점에 1개를 받았습니다.
36,강현정,"<div class=""LVQB0b""><div class=""QoPmEb""></div><div><span class=""X43Kjb"">웰컴 저축은행</span><span class=""p2TkOb"">2021년 4월 30일</span></div>안녕하세요. 리뷰에 남겨주신 내용만으로는 어느 단계에서 어려움을 겪으셨는지 파악하기 어려워 답변에 어려움이 있는 점 양해 바랍니다.
① OS 업데이트: 기기 '설정' &gt; 소프트웨어 업데이트 확인
② Android System Webview 업데이트 : Play 스토어 &gt; 'Android System Webview' 검색 &gt; 업데이트 확인
③ 구글플레이 서비스 앱 업데이트: Play 스토어 &gt; 설정 &gt; 앱 자동 업데이트)
위의 내용을 확인 후에도 동일한 현상이 일어나신다면 대표번호 1661-9400 (영업일 09:00~18:00)으로 연락부탁드립니다.문의하신 내용에 대해 친절하고 자세한 안내 받아보실 수 있습니다</div>"," 업데이트 후 앱을 로그인 안 됨. 나만 그런가 했는데 다른 사람들도 그럼. 그런데도 여태 수정이 안 됨. 들어가서 보이는 창이라고는 대출 가입 창, 상품 소개 창뿐 로그인 및 예금 창은 하나도 안 보임. 메뉴 하나 보는데 3분 이상 걸리는 것 같고 로그인은 하나도 반응 안 하는데 저노무 캐릭터가 도록도록 움직이는걸 봐선 앱이 멈춘건 아님. 쓸때없는거로 앱 무겁게 만들어서 짜증남. 디자인 상인지 뭔지 자랑해놨던데 예쁜 쓰레기가 이런건가 싶음. 이쯤이면 웰컴이 3금융권인게 생각나고 고의가 아닌가 싶어짐. 지점도 별로 없는데 모바일이 이...전체 리뷰업데이트 후 앱을 로그인 안 됨. 나만 그런가 했는데 다른 사람들도 그럼. 그런데도 여태 수정이 안 됨. 들어가서 보이는 창이라고는 대출 가입 창, 상품 소개 창뿐 로그인 및 예금 창은 하나도 안 보임. 메뉴 하나 보는데 3분 이상 걸리는 것 같고 로그인은 하나도 반응 안 하는데 저노무 캐릭터가 도록도록 움직이는걸 봐선 앱이 멈춘건 아님. 쓸때없는거로 앱 무겁게 만들어서 짜증남. 디자인 상인지 뭔지 자랑해놨던데 예쁜 쓰레기가 이런건가 싶음. 이쯤이면 웰컴이 3금융권인게 생각나고 고의가 아닌가 싶어짐. 지점도 별로 없는데 모바일이 이러면 어쩌라는건지.",2021년 4월 30일,7,별표 5개 만점에 1개를 받았습니다.
37,데미앙 DEMIAN,"<div class=""LVQB0b""><div class=""QoPmEb""></div><div><span class=""X43Kjb"">웰컴 저축은행</span><span class=""p2TkOb"">2021년 4월 27일</span></div>데미앙님 안녕하세요. 리뷰에 남겨주신 내용만으로는 가입 단계 중 어느 단계에서 어려움을 겪고 계신지 파악이 어려워 답변에 제한이 있는 점 너그러운 양해 부탁드립니다. 전체 메뉴 (≡) &gt; 로그인을 통해 가입하셔도 동일한 현상이 반복되시는지요? 번거로우시더라도 웰컴저축은행 대표번호 1661-9400 (영업일 09:00 ~ 18:00)으로 연락부탁드립니다. 문의하신 내용에 대해 친절하고 자세한 안내 받아보실 수 있습니다. 구글 리뷰란은 답변 작성 시 350자 글자 수 제한이 있고, 각 고객님의 개인 정보를 알 수 없어 원인을 파악하는 데 제약이 있는 경우가 있어 직접적인 도움을 드리지 못하는 점 양해 부탁드립니다.</div>"," 몇번을 가입해도 가입도 안되고, 열번이상 휴대폰 인증번호 확인끝내도 같은화면 무한반복... 제대로 좀 만드세요. 계좌만들려다 포기하고 나갑니다. 붙여넣기 답변만 하지말고 앱제작자가 직접 시험해보세요.",2021년 4월 26일,20,별표 5개 만점에 1개를 받았습니다.
38,남영순,"<div class=""LVQB0b""><div class=""QoPmEb""></div><div><span class=""X43Kjb"">웰컴 저축은행</span><span class=""p2TkOb"">2021년 4월 8일</span></div>남영순님, 안녕하세요. 웰컴디지털뱅크입니다. 웰컴디지털뱅크를 사용하면서 느끼신 소중한 의견을 남겨주셔서 감사합니다. 앞으로도 고객님께 안전한 뱅킹 서비스와 더 많은 혜택을 드리도록 최선을 다하는 웰컴디지털뱅크가 되겠습니다. 감사합니다.</div>", 기존은행들 앱보다 단순하고 간편해서 사용하기 좋아요 예금금리도 높아서 최고~~ 그런데 이전버전에서 우대조건 확인이 더쉬웠던거같아요 앱이 달라졌는데 특별히 더좋아진건 모르겠네요,2021년 4월 7일,7,별표 5개 만점에 4개를 받았습니다.
39,Jeong Hyeon Park,"<div class=""LVQB0b""><div class=""QoPmEb""></div><div><span class=""X43Kjb"">웰컴 저축은행</span><span class=""p2TkOb"">2021년 4월 8일</span></div>Jeong Hyeon Park님, 안녕하세요. 웰컴저축은행입니다. 리뷰에 남겨주신 내용만으로는 고객님께서 앱 구동 중 어느 단계에서 어려움을 겪으셨는지 파악하기 어려워 답변에 어려움이 있는 점 양해 바랍니다. 번거로우시더라도 웰컴저축은행 대표번호 1661-9400 (영업일 09:00 ~ 18:00)으로 연락주시면 문의하신 내용에 대해 친절하고 자세한 안내 받아보실 수 있습니다. 감사합니다.</div>", 어플을 깔고 처음 실행 할 때는 잘 되는데 그다음에 들어갈때 어플처음 화면 사람이 지나가다가 멈춰요 그리고는 로그인상태로 넘어가지도 않고 있어요 사용할때마다 지웠다 깔았다 해야 해요 아주 불편해요,2021년 4월 7일,6,별표 5개 만점에 1개를 받았습니다.
40,Soo,"<div class=""LVQB0b""><div class=""QoPmEb""></div><div><span class=""X43Kjb"">웰컴 저축은행</span><span class=""p2TkOb"">2021년 5월 3일</span></div>Soo님, 안녕하세요? 웰컴저축은행입니다. 웰컴디지털뱅크를 사용하면서 느끼신 소중한 의견을 남겨주셔서 감사합니다. 먼저 이용에 불편을 드려 죄송합니다. 패턴 로그인 후 마이뱅킹 화면 진입 후에 터치가 안 되는 현상이신지요? 리뷰에 남겨주신 내용만으로는 어느 단계에서 어려움을 겪으셨는지 파악하기 어려워 답변에 어려움이 있는 점 양해 바랍니다. 번거로우시더라도 웰컴저축은행 대표번호 1661-9400 (영업일 09:00 ~ 18:00)로 연락 부탁드립니다. 문의하신 내용에 대해 친절하고 자세한 안내 받아보실 수 있습니다. 감사합니다.</div>", 지문인식 로그인은 되지도 않고 다른 방법으로 로그인하고 들어가면 어플내에서 터치가 전혀 안먹힘. 다른 은행 어플 다 잘됨. 폰 문제 아님.,2021년 5월 1일,3,별표 5개 만점에 1개를 받았습니다.
41,냠냠,"<div class=""LVQB0b""><div class=""QoPmEb""></div><div><span class=""X43Kjb"">웰컴 저축은행</span><span class=""p2TkOb"">2021년 4월 14일</span></div>냠냠님 안녕하세요. 웰컴저축은행입니다. 리뷰에 남겨주신 내용만으로는 고객님께서 어느 단계에서 어려움을 겪으셨는지 파악하기 어려워 답변에 어려움이 있는 점 양해 바랍니다. 앱 화면이 완전히 뜨기까지 시간이 걸릴 수 있어 LTE나 와이파이 등의 인터넷 환경을 확인하신 후에 다시 한 번 시도해주시기 바랍니다. 번거로우시겠지만 휴대폰을 완전히 종료 후 재시도 하셨을 경우에도 동일한 현상이 반복되신다면 웰컴저축은행 대표번호 1661-9400 (영업일 09:00 ~ 18:00)으로 연락 부탁드립니다. 원인을 파악하기 위해 최선을 다하겠습니다. 감사합니다.</div>", 로그인하면 왜 터치가 안되나요? 다시켜서 로그인해도 터치 무반응입니다 사용하지말라는겁니까? 저번달 부터 계속 이러니 어쩌자는건가요 업데이트해도 이용할수가없는 기분상하내요,2021년 4월 13일,10,별표 5개 만점에 1개를 받았습니다.
42,정짱구,"<div class=""LVQB0b""><div class=""QoPmEb""></div><div><span class=""X43Kjb"">웰컴 저축은행</span><span class=""p2TkOb"">2021년 4월 19일</span></div>안녕하세요? 웰컴디지털뱅크입니다. 앱 설치 후 최초 인증 시 본인 확인 정보 입력 창에서 '본인명의 휴대폰이 아닌가요?' 버튼을 통해 타인의 공동인증서를 등록하여 로그인할 수 있습니다. 단, 1인 1기기 정책 상 서로 다른 유저의 교차 로그인은 매번 인증을 통해야 하는 점 너그러운 양해 부탁드립니다. 하지만 공동인증서 로그인에 대한 정짱구님의 의견 반영할 수 있도록 노력하는 웰컴저축은행이 되겠습니다. 기타 궁금하신점은 대표 상담 번호 1661-9400 (영업일 09:00 ~ 18:00)로 연락 부탁드립니다. 문의하신 내용에 대해 친절하고 자세한 안내 받아보실 수 있습니다. 감사합니다.</div>", 제 폰에 신랑 공동인증서는 깔려있는데 신랑계좌로 로그인할순 없나요? 타은행 앱은 인증서만 있으면 다른사람꺼도 로그인 되던데요.답변부탁드려요!/// 앱에 리뷰남기고 이렇게 겁나빠른 피드백은 처음! 열심히 일잘하시는분들임ㅎㅎ별5개로 수정!,2021년 4월 19일,11,별표 5개 만점에 5개를 받았습니다.
43,H행복의 나라,"<div class=""LVQB0b""><div class=""QoPmEb""></div><div><span class=""X43Kjb"">웰컴 저축은행</span><span class=""p2TkOb"">2021년 6월 1일</span></div>H행복의 나라님, 안녕하세요. 웰컴저축은행입니다. 웰컴디지털뱅크를 사용하면서 느끼신 소중한 의견을 남겨주셔서 감사합니다. 앞으로도 고객님께 안전한 뱅킹 서비스와 더 많은 혜택을 드리도록 최선을 다하는 웰컴저축은행이 되겠습니다. 감사합니다.</div>", 평소 저축은행에 대한 선입견이 있었는데 월컴디지털뱅크 덕분에 혜택도 많이 누리고 저축은행에 대한 선입견도 사라졌습니다. 진짜 좋네요.,2021년 6월 1일,6,별표 5개 만점에 5개를 받았습니다.
44,K Nerd,"<div class=""LVQB0b""><div class=""QoPmEb""></div><div><span class=""X43Kjb"">웰컴 저축은행</span><span class=""p2TkOb"">2021년 5월 26일</span></div>K Nerd님, 안녕하세요. 리뷰에 남겨주신 내용만으로는 고객님의 정확한 현황을 파악하기 어려워 답변에 어려움이 있는 점 양해 부탁드립니다.
아래 내용을 확인 부탁드립니다.
① 개발자 옵션 활성화 여부 확인: 설정 &gt; 시스템&amp;기기 &gt; 추가 설정 &gt; 개발자 옵션
② USB 디버깅 옵션 확인: 설정 &gt; 시스템&amp;기기 &gt; 추가 설정 &gt; 개발자 옵션 &gt; 디버깅 &gt; USB 디버깅 허용 해제
③ USB 연결 여부 확인: PC와 휴대전화 기기가 USB를 통해 연결되어 있는지 확인
그럼에도 불구하고 동일한 현상이 반복되신다면 웰컴저축은행 대표번호 1661-9400 (영업일 09:00~18:00)으로 연락 부탁드립니다. 감사합니다.</div>"," 디버깅 모드 안 켜뒀는데 자꾸 해제하라는 메시지에서 무한반복입니다 취소를 누르면 강제종료되고 확인 누르면 ""먼저 개발자 옵션을 사용 설정하세요"" 토스트 알림만 뜨면서 이동도 안됩니다 이것 좀 손 봐주세요",2021년 5월 25일,7,별표 5개 만점에 3개를 받았습니다.
45,Samuel Kwon,"<div class=""LVQB0b""><div class=""QoPmEb""></div><div><span class=""X43Kjb"">웰컴 저축은행</span><span class=""p2TkOb"">2021년 5월 3일</span></div>안녕하세요? 타기관 공동인증서는 인터넷뱅킹(개인)&gt;인증센터&gt;타기관인증서등록/해제 메뉴에서 등록 가능합니다. 타기관인증서 등록을 위해서는 보안카드 또는 OTP 등록이 필요합니다. 영업점 방문을 통해서 발급 가능하며, 타행에서 발급받은 OTP가 있으시면 당행 등록 후 사용 가능합니다. (단, 스마트 OTP는 등록불가) 혹은 홈페이지&gt;로그인&gt;아이디 로그인 하단의 '최초설정'을 통해 이용자비밀번호 설정 후 아이디와 이용자 비밀번호로 뱅크샐러드에 계좌 연동하는 방법이 있습니다. 이 외에도 자세한 사항은 웰컴저축은행 대표번호 1661-9400 (영업일 09:00 ~ 18:00)로 연락 부탁드립니다. 감사합니다.</div>"," 1)타기관 공동인증서를 앱에서 등록하는 메뉴를 찾을 수 없음. 앱 내 검색해보니 FAQ에는 설명이 되어있지만 실제로는 없는건지 찾기 힘든건지... 2)스마트뱅킹 해지 후 재가입시 공동인증서 등록 화면이 뜰까 싶어서 시도해봤으나, 그런 과정은 없고 오히려 이메일이 중복이라 새로운 이메일 등록하라고 떠서 불편했음(해지 후 재가입인데?) *타기관 공동인증서 등록하려는 이유는 뱅크샐러드라는 앱에 웰컴저축은행 계좌를 연동하기 위함이었음",2021년 5월 2일,6,별표 5개 만점에 1개를 받았습니다.
46,31,"<div class=""LVQB0b""><div class=""QoPmEb""></div><div><span class=""X43Kjb"">웰컴 저축은행</span><span class=""p2TkOb"">2021년 4월 23일</span></div>31님, 안녕하세요. 웰컴디지털뱅크입니다.
먼저 이용에 불편을 드려 죄송합니다.
1. 정기예금 가입하실때는 입출금 통장이 가입되어 있어야 가입이 가능합니다.
2. 전체메뉴 - 인증/보안 - 이체한도 변경 메뉴진입하신 후 한도 변경하실 수 있습니다.
보안등급에 따라 이체한도금액이 상이하므로 보안등급 확인 부탁드립니다.
3. 현재 otp는 토큰형 otp만 지원하고 있습니다.
요청주신 의견은 내부에 의견 전달하도록 하겠습니다.
앱 사용 중 불편한 점이나 문의사항이 있으실 경우 웰컴저축은행 대표번호 1661-9400 (영업일 09:00 ~ 18:00)으로 연락 부탁드립니다. 감사합니다.</div>"," 정기예금 개설하는데 입출금 통장도 따로 찾아서 개설해야 하고, 한도 늘리려면 어떻게 해야 하는지 친절한 설명도 없고, 다시 직접 otp 만드는 구역 찾아서 들어갔더니 motp도 없네요. 넘 불편해요ㅜ",2021년 4월 22일,3,별표 5개 만점에 2개를 받았습니다.
47,킴컨,"<div class=""LVQB0b""><div class=""QoPmEb""></div><div><span class=""X43Kjb"">웰컴 저축은행</span><span class=""p2TkOb"">2021년 5월 7일</span></div>킴컴님, 안녕하세요. 웰컴저축은행입니다. 웰컴디지털뱅크를 사용하면서 느끼신 소중한 의견을 남겨주셔서 감사합니다. 우선 이용에 불편을 드려 죄송합니다. 예적금 만기 해지 시에는 마이뱅킹 &gt; 계좌 상세 &gt; [관리]버튼 클릭 &gt; 계좌해지 메뉴를 통해서 진행하실 수 있습니다. 킴컨 고객님께서 리뷰로 남겨주신 만기 해지 시 불편함을 겪으셨던 부분에 대해 내부에 의견 전달하여 개선할 수 있도록 노력하겠습니다. 킴컨 고객님께 안전한 뱅킹 서비스와 더 많은 혜택을 드리도록 더욱 더 노력하는 웰컴저축은행이 되겠습니다. 감사합니다.</div>", 아니 어플을 이따구로 복잡하게 해놨네. 돈 만기된거 해지하는것도 졸라 복잡하고 나도 어려운데 연세드신분들은 아주 혈압터지실듯. 어플 기획자 짤라라,2021년 5월 6일,1,별표 5개 만점에 1개를 받았습니다.
48,YISO KIVE,"<div class=""LVQB0b""><div class=""QoPmEb""></div><div><span class=""X43Kjb"">웰컴 저축은행</span><span class=""p2TkOb"">2021년 5월 3일</span></div>YISO KIVE님, 안녕하세요. 웰컴저축은행입니다. 웰컴디지털뱅크를 사용하면서 느끼신 소중한 의견을 남겨주셔서 감사합니다. 말씀주신 계좌 이용내역 조회 기간 설정에 관한 의견 내부에 전달하도록 하겠습니다. 앞으로도 고객님께 안전한 뱅킹 서비스와 더 많은 혜택을 드리도록 최선을 다하는 웰컴저축은행이 되겠습니다. 감사합니다.</div>", 계좌 이용내역 조회할 때 사용자가 기간 설정할 때 시작일 종료일을 변경할 때마다 일일히 설정하는 게 좀 번거롭습니다. 지금 설정해둔 기간에서 시작일만 혹은 종료일만 변경할 수도 있었으면 합니다.,2021년 5월 2일,5,별표 5개 만점에 4개를 받았습니다.
49,조경미,"<div class=""LVQB0b""><div class=""QoPmEb""></div><div><span class=""X43Kjb"">웰컴 저축은행</span><span class=""p2TkOb"">2021년 6월 8일</span></div>조경미님, 안녕하세요. 웰컴저축은행입니다. 웰컴디지털뱅크를 사용하면서 느끼신 소중한 의견을 남겨주셔서 감사합니다. 앞으로도 고객님께 안전한 뱅킹 서비스와 더 많은 혜택을 드리도록 최선을 다하는 웰컴저축은행이 되겠습니다. 감사합니다.</div>", 완전 잘 사용중입니다. 주거래는 아니고 여유자금 보관중인데 여타 제1금융권 어플들보다 훨씬 직관적이고 사용하기 편해요,2021년 6월 6일,5,별표 5개 만점에 5개를 받았습니다.
50,Somyung lee,"<div class=""LVQB0b""><div class=""QoPmEb""></div><div><span class=""X43Kjb"">웰컴 저축은행</span><span class=""p2TkOb"">2021년 5월 10일</span></div>Somyung lee님, 안녕하세요. 웰컴저축은행입니다. 웰컴디지털뱅크를 사용하면서 느끼신 소중한 의견을 남겨주셔서 감사합니다. 상품소개나 이벤트 팝업은 '오늘보지 않기'버튼을 눌러 하루 동안 노출되지 않도록 설정하실 수 있습니다. 하지만 Somyung lee님의 불편함을 개선할 수 있도록 내부에 의견 전달할 수 있도록 하겠습니다. 앞으로도 고객님께 안전한 뱅킹 서비스와 더 많은 혜택을 드리도록 최선을 다하는 웰컴저축은행이 되겠습니다. 감사합니다.</div>", 어떤은행어플보다 사용하기편리합니다.다만 최근에 어플켜면 무조건뜨는 광고는...탭해서 없애야 제가 원하는창으로 넘어가네요.예전엔 없던거라 좀 그러네요.,2021년 5월 9일,21,별표 5개 만점에 5개를 받았습니다.
51,최희운,"<div class=""LVQB0b""><div class=""QoPmEb""></div><div><span class=""X43Kjb"">웰컴 저축은행</span><span class=""p2TkOb"">2021년 6월 11일</span></div>최희운님, 안녕하세요. 웰컴저축은행입니다. 웰컴디지털뱅크를 사용하면서 느끼신 소중한 의견을 남겨주셔서 감사합니다. 앞으로도 고객님께 안전한 뱅킹 서비스와 더 많은 혜택을 드리도록 최선을 다하는 웰컴저축은행이 되겠습니다. 감사합니다.</div>", 접속하자마자 계좌들 한번에 볼 수 있고 각 계좌마다 우대금리조건이나 적용혜택 등 직관성이 높아서 사용할때 마다 정말 편하고 좋습니다,2021년 6월 10일,2,별표 5개 만점에 5개를 받았습니다.
52,이보람,"<div class=""LVQB0b""><div class=""QoPmEb""></div><div><span class=""X43Kjb"">웰컴 저축은행</span><span class=""p2TkOb"">2021년 6월 17일</span></div>이보람님, 안녕하세요. 웰컴저축은행입니다. 리뷰에 남겨주신 내용만으로는 고객님께서 어느 단계에서 어려움을 겪으셨는지 파악하기 어려워 답변에 어려움이 있는 점 양해 바랍니다. 거래 내역 조회 관련하여 현재는 정상적으로 조회가 가능하십니다. 일시적으로 일어난 현상으로, 앱을 완전히 종료 후 재시도 하셨을 경우에도 동일한 현상이 반복되신다면 웰컴저축은행 대표번호 1661-9400 (영업일 09:00 ~ 18:00)으로 연락부탁드립니다. 문의하신 내용에 대해 친절하고 자세한 안내 받아보실 수 있습니다. 감사합니다.</div>", 예금조회하는데 계속 시스템 오류라고떠요 조치부탁드려요,2021년 6월 16일,0,별표 5개 만점에 1개를 받았습니다.
53,어쩌란거,"<div class=""LVQB0b""><div class=""QoPmEb""></div><div><span class=""X43Kjb"">웰컴 저축은행</span><span class=""p2TkOb"">2021년 6월 22일</span></div>어쩌란거님, 안녕하세요. 웰컴저축은행입니다. 웰컴디지털뱅크를 사용하면서 느끼신 소중한 의견을 남겨주셔서 감사합니다. 남겨주신 의견을 바탕으로 원인을 파악하고 조치 중이며, 빠르면 금일 중 개선사항이 반영 된 앱 버젼 업데이트가 가능할 것으로 보입니다. 빠른 시일 내 보다 더 편리하게 이용하실 수 있도록 모든 노력을 기울이겠습니다. 감사합니다.</div>", 신분증 촬영에서 계속 오류뜨고 더 진행이 안됨,2021년 6월 21일,0,별표 5개 만점에 1개를 받았습니다.
